Loaded fvecs: 1000 vectors of dimension 512 from /root/work/data/filterbenchmark/LAION1M/LAION1M_query.fvecs
Loaded label sets: 1000
Loaded label sets: 1000448
Loaded fvecs: 1000448 vectors of dimension 512 from /root/work/data/filterbenchmark/LAION1M/LAION1M_base.fvecs
Rebuilding two-tier inverted index for 62066 labelsets...
Found 30 unique labels
Two-tier index configuration:
  Tier 1 (dense): 30 labels (freq >= 5515)
  Tier 2 (sparse): 0 labels
  Tier 1 memory: 0.000216812 GB
Building Tier 1 dense bitsets...
Building Tier 2 sparse index...
Two-tier index rebuilt successfully!
Loaded ground truth: 1000
Example: first query has 10
387223,256019,153229,216997,177328,974198,359903,768297,308241,435667,
ef,recall,qps,dist_comp,hops
3000,0.9953,134.888,24870.1,2879.54
2500,0.9952,160.119,21121.9,2401.14
2000,0.9941,198.047,17233.6,1922.3
1700,0.993,231.394,14850.6,1635.95
1400,0.9912,279.769,12398,1347.42
1100,0.9894,354.537,9892.9,1059.91
1000,0.9884,388.969,9036.36,963.728
900,0.9867,431.537,8184.15,867.68
800,0.9855,484.423,7329.14,771.629
700,0.9839,552.18,6457.79,675.824
600,0.9821,640.253,5584.28,580.072
500,0.9798,768.568,4695.79,484.282
400,0.9765,957.173,3800.57,388.403
300,0.9711,1265.78,2896.66,292.98
250,0.9665,1510.19,2441.2,245.166
200,0.9581,1867.49,1983.37,197.965
180,0.9555,2068.74,1798.35,178.965
160,0.9504,2313.71,1611.5,160.057
140,0.9452,2609.06,1430.06,141.266
120,0.9369,3033.93,1241.43,122.339
100,0.9259,3584.98,1053.73,103.348
90,0.92,3938.49,959.348,93.998
80,0.9115,4378.74,866.791,84.729
70,0.9008,4910.76,773.813,75.625
60,0.8881,5595.69,681.719,66.119
55,0.8809,6019.65,635.746,61.428
50,0.8738,6485.91,590.344,56.887
45,0.8632,7072.29,545.228,52.181
40,0.8487,7730.43,497.51,47.293
35,0.8372,8527.99,452.541,42.758
30,0.8259,9134.73,424.626,39.878
25,0.8259,9126.05,425.276,39.914
20,0.8259,9133.17,424.361,39.892
15,0.8259,9117.15,424.263,39.933
10,0.8259,9135.14,424.155,39.969
