Loaded fvecs: 1000 vectors of dimension 512 from /root/work/data/filterbenchmark/LAION1M/LAION1M_query.fvecs
Loaded label sets: 1000
Loaded label sets: 1000448
Loaded fvecs: 1000448 vectors of dimension 512 from /root/work/data/filterbenchmark/LAION1M/LAION1M_base.fvecs
Rebuilding two-tier inverted index for 62066 labelsets...
Found 30 unique labels
Two-tier index configuration:
  Tier 1 (dense): 30 labels (freq >= 5515)
  Tier 2 (sparse): 0 labels
  Tier 1 memory: 0.000216812 GB
Building Tier 1 dense bitsets...
Building Tier 2 sparse index...
Two-tier index rebuilt successfully!
Loaded ground truth: 1000
Example: first query has 10
436495,809376,314848,539868,195130,364374,79053,281421,376137,704064,
ef,recall,qps,dist_comp,hops
3000,0.9998,1544.33,2852.94,1487.37
2500,0.9998,1714.58,2528.96,1290.53
2000,0.9996,1975.32,2226.99,1092.18
1700,0.9995,2196.68,2027.85,961.23
1400,0.9996,2483.52,1808.98,824.385
1100,0.9995,2914.8,1564.48,678.509
1000,0.9996,3109.8,1473.07,627.035
900,0.9995,3341.66,1378.99,575.576
800,0.9994,3617.1,1282.41,521.49
700,0.9993,3974.66,1180.87,467.01
600,0.9992,4404.97,1068.55,410.174
500,0.9989,5002.31,950.947,351.585
400,0.9988,5855.68,822.635,290.804
300,0.9988,7017.26,685.752,227.522
250,0.9985,8194.05,602.213,194.156
200,0.998,9619.21,518.933,160.388
180,0.9979,10401.7,483.393,146.301
160,0.9976,11344.2,446.356,132.074
140,0.996,12460.6,409.839,117.702
120,0.9952,13937,368.502,102.75
100,0.9947,15827.5,325.99,87.626
90,0.9935,17067.4,304.521,80.195
80,0.9919,18471.1,282.108,72.126
70,0.9898,20250.3,258.22,64.057
60,0.988,22476.5,234.638,55.932
55,0.9862,23823,222.528,51.858
50,0.9842,25343.2,209.082,47.827
45,0.9817,27471.5,194.289,43.525
40,0.9788,29677.2,180.431,39.424
35,0.9744,32388.9,166.15,35.199
30,0.9698,35853.5,152.455,31.059
25,0.9592,40118.2,136.813,26.666
20,0.9433,45509.5,121.084,22.419
15,0.9203,54107.1,103.627,18.028
10,0.8756,66912.8,85.864,13.697
