Loaded fvecs: 200 vectors of dimension 384 from ./quantile_partitions/wikipedia-5m_overlap/wikipedia-5m_overlap_Q3_query.fvecs
Loaded label sets: 200
Loaded label sets: 5000000
Loaded fvecs: 5000000 vectors of dimension 384 from /root/work/data/vecs/wikipedia/wikipedia_5m_base.fvecs
Rebuilding two-tier inverted index for 184298 labelsets...
Found 237417 unique labels
Two-tier index configuration:
  Tier 1 (dense): 4551 labels (freq >= 25)
  Tier 2 (sparse): 232866 labels
  Tier 1 memory: 0.0976539 GB
Building Tier 1 dense bitsets...
Building Tier 2 sparse index...
Two-tier index rebuilt successfully!
Loaded ground truth: 200
Example: first query has 10
3693910,3082889,182181,182183,2952648,1386901,2415721,209145,2685332,3768534,
ef,recall,qps,dist_comp,hops
20000,0.9295,14.8206,123126,20001.2
15000,0.923,19.6767,95793.9,15001.2
10000,0.915,28.9156,66868.5,10001.5
5000,0.889,55.4882,35885.6,5004.22
2500,0.8505,105.615,19223.2,2507.89
2000,0.8305,129.612,15719.7,2008.09
1700,0.8195,149.412,13622,1713.93
1400,0.8065,178.184,11418.1,1413.92
1100,0.787,221.854,9194.64,1116.28
1000,0.7825,241.273,8426.58,1014.66
900,0.773,266.716,7659.32,913.025
800,0.766,294.881,6912.74,815.85
700,0.7515,331.477,6152.82,715.935
600,0.729,376.243,5394.13,617.57
500,0.7145,433.572,4605.4,519.51
400,0.68,522.009,3781.96,422.695
300,0.6385,628.934,2987.99,326.515
250,0.611,713.246,2554.16,276.385
200,0.5725,846.952,2155.91,227.925
180,0.5535,890.413,1987.09,209.28
160,0.544,948.795,1825.31,191.555
140,0.527,1033.79,1638.31,171.435
120,0.489,1145.75,1429.15,148.185
100,0.4575,1284.94,1207.37,125.365
90,0.4445,1321.6,1113.91,115.31
80,0.4275,1402.93,1023.86,105.435
70,0.4075,1521.95,905.815,92.855
60,0.3775,1621.03,818.43,83.205
55,0.362,1665.29,777.265,78.1
50,0.343,1735.12,724.88,72.285
45,0.331,1777.55,667.68,66.4
40,0.3285,1859.03,614.48,60.765
35,0.2975,1958.88,554.26,54.125
30,0.287,2065.89,504.915,48.995
25,0.256,2191.63,446.28,42.185
20,0.218,2343.71,381.01,35.43
15,0.195,2467.28,333.165,30.45
10,0.195,2476.25,333.165,30.45
