Loaded fvecs: 1000 vectors of dimension 128 from /root/work/data/filterbenchmark/ytb_audio/ytb_audio_query_and.fvecs
Loaded label sets: 1000
Loaded label sets: 5000000
Loaded fvecs: 5000000 vectors of dimension 128 from /root/work/data/filterbenchmark/ytb_audio/ytb_audio_base.fvecs
Rebuilding two-tier inverted index for 498335 labelsets...
Found 3862 unique labels
Two-tier index configuration:
  Tier 1 (dense): 1683 labels (freq >= 202)
  Tier 2 (sparse): 2179 labels
  Tier 1 memory: 0.0976437 GB
Building Tier 1 dense bitsets...
Building Tier 2 sparse index...
Two-tier index rebuilt successfully!
Loaded ground truth: 1000
Example: first query has 10
714191,1479182,825720,1726770,218575,3618129,1244426,345959,4265657,3328714,
ef,recall,qps,dist_comp,hops
20000,0.9833,182.761,11082.4,6434.79
15000,0.9828,240.933,9574.48,5253.1
10000,0.9826,328.875,7514.79,3958.49
5000,0.9806,574.79,4548.89,2375.49
2500,0.9775,973.52,2900.17,1396.08
2000,0.9764,1139.61,2559.77,1171.71
1700,0.9751,1270.45,2344.89,1028.9
1400,0.9733,1461.16,2109.05,880.436
1100,0.9718,1747.22,1844.79,723.815
1000,0.971,1875.52,1746.52,669.305
900,0.9694,2023.02,1642.88,613.703
800,0.9693,2208.91,1532.42,557.291
700,0.9658,2447.29,1413.55,498.793
600,0.9624,2733.24,1286.08,438.205
500,0.9594,3127,1148.79,375.076
400,0.9448,3729.19,983.16,308.588
300,0.9332,4663.54,812.109,239.936
250,0.9278,5324.78,725.946,205.052
200,0.9229,6217.68,636.907,169.678
180,0.9199,6667.73,599.603,155.235
160,0.9142,7241.37,559.91,140.412
140,0.9049,7955.85,516.273,125.06
120,0.8967,8777.38,472.474,109.756
100,0.887,9962.16,425.041,94.025
90,0.8796,10712.6,399.275,85.852
80,0.8719,11651.2,371.755,77.565
70,0.863,12758.4,342.511,69.034
60,0.8534,14148.6,311.832,60.473
55,0.845,14972.5,295.571,56.113
50,0.8385,16015.4,279.451,51.762
45,0.8318,17055.2,263.753,47.49
40,0.8241,18274.1,247.189,43.103
35,0.8137,19966.6,229.26,38.623
30,0.8008,21888.7,209.386,34.029
25,0.7813,24454.8,188.28,29.267
20,0.7572,27965.1,166.478,24.555
15,0.7219,33044.6,142.655,19.777
10,0.6733,40426.4,116.707,14.788
