Loaded fvecs: 1000 vectors of dimension 128 from /root/work/data/filterbenchmark/ytb_audio/ytb_audio_query_and.fvecs
Loaded label sets: 1000
Loaded label sets: 5000000
Loaded fvecs: 5000000 vectors of dimension 128 from /root/work/data/filterbenchmark/ytb_audio/ytb_audio_base.fvecs
Rebuilding two-tier inverted index for 498335 labelsets...
Found 3862 unique labels
Two-tier index configuration:
  Tier 1 (dense): 1683 labels (freq >= 202)
  Tier 2 (sparse): 2179 labels
  Tier 1 memory: 0.0976437 GB
Building Tier 1 dense bitsets...
Building Tier 2 sparse index...
Two-tier index rebuilt successfully!
Loaded ground truth: 1000
Example: first query has 10
3444340,4222350,2597462,1672995,3070603,1670387,3673399,3415431,1333262,1287160,
ef,recall,qps,dist_comp,hops
20000,0.9815,18.8068,120464,17982.3
15000,0.98,25.2579,98504.6,13695.4
10000,0.9765,36.2703,72671.1,9318.23
5000,0.9626,67.5402,41531.3,4777.97
2500,0.9415,129.106,22808.3,2430.8
2000,0.9334,160.054,18668.9,1952.23
1700,0.9268,186.916,16130.4,1664.8
1400,0.9182,224.917,13540.8,1375.58
1100,0.9057,277.14,10888.5,1085.39
1000,0.9011,284.201,9991.33,988.576
900,0.8951,313.157,9086.33,891.461
800,0.8887,349.231,8178,794.681
700,0.8789,396.706,7254.78,697.539
600,0.8693,478.498,6324.33,600.415
500,0.8548,602.159,5382.02,503.199
400,0.8383,744.083,4421.93,405.43
300,0.8145,959.989,3452.63,308.509
250,0.7997,1137.5,2951.63,259.622
200,0.7814,1387.16,2442.09,210.659
180,0.771,1526.91,2220.4,190.267
160,0.7595,1690.11,2011.38,170.556
140,0.7468,1900.85,1803.98,151.337
120,0.7277,2165.34,1591.87,131.924
100,0.7084,2511.55,1376.95,112.48
90,0.6931,2728.33,1265.72,102.402
80,0.6774,3033.13,1150.43,92.181
70,0.661,3315.95,1041.34,82.559
60,0.6379,3742.69,923.453,72.242
55,0.6256,3945.59,869.136,67.27
50,0.6106,4309.09,808.994,62.063
45,0.5934,4647.9,749.708,56.87
40,0.575,4984.41,691.667,51.756
35,0.5558,5503.87,632.114,46.682
30,0.5415,5787.9,595.404,43.509
25,0.5415,5867.85,595.394,43.501
20,0.5415,5808.19,595.384,43.496
15,0.5415,5820.43,595.376,43.491
10,0.5415,5853.1,595.347,43.486
