Loaded fvecs: 1000 vectors of dimension 128 from /root/work/data/filterbenchmark/ytb_audio/ytb_audio_query_and.fvecs
Loaded label sets: 1000
Loaded label sets: 5000000
Loaded fvecs: 5000000 vectors of dimension 128 from /root/work/data/filterbenchmark/ytb_audio/ytb_audio_base.fvecs
Rebuilding two-tier inverted index for 498335 labelsets...
Found 3862 unique labels
Two-tier index configuration:
  Tier 1 (dense): 1683 labels (freq >= 202)
  Tier 2 (sparse): 2179 labels
  Tier 1 memory: 0.0976437 GB
Building Tier 1 dense bitsets...
Building Tier 2 sparse index...
Two-tier index rebuilt successfully!
Loaded ground truth: 1000
Example: first query has 10
3444340,4222350,2597462,1672995,3070603,1670387,3673399,3415431,1333262,1287160,
ef,recall,qps,dist_comp,hops
20000,0.9791,18.4233,117438,17991.5
15000,0.9768,24.2306,95843.9,13701.7
10000,0.9705,34.8156,70666.1,9323.05
5000,0.9563,65.0709,40471.2,4779.28
2500,0.9331,123.898,22324.7,2431.39
2000,0.9246,153.224,18314.3,1952.69
1700,0.9192,177.831,15847.9,1665.16
1400,0.912,213.446,13326.6,1375.83
1100,0.8994,267.249,10738.3,1085.57
1000,0.8958,293.049,9861.77,988.629
900,0.8896,324.148,8974.84,891.52
800,0.8825,361.763,8075.4,794.406
700,0.8771,410.161,7168.89,697.255
600,0.8706,474.553,6256.61,600.362
500,0.8579,564.506,5330.4,503
400,0.8435,693.485,4385.09,405.397
300,0.8258,904.534,3423.29,308.32
250,0.8121,1070.53,2919.51,258.843
200,0.7941,1310.95,2406.42,209.323
180,0.786,1431.54,2208.75,190.227
160,0.7744,1589.84,2003.6,170.801
140,0.7605,1781.98,1794.61,151.17
120,0.7423,2025.24,1589.7,132.011
100,0.72,2357.8,1374.47,112.316
90,0.709,2558.96,1266.84,102.572
80,0.6959,2816.69,1156.38,92.808
70,0.6772,3140.88,1040.48,82.672
60,0.656,3524.66,927.322,72.67
55,0.6435,3758.4,869.026,67.521
50,0.6293,4031.02,812.739,62.511
45,0.6129,4355.55,753.054,57.234
40,0.5933,4723.7,693.271,52.023
35,0.5742,5173.23,634.995,46.965
30,0.559,5513.96,595.775,43.696
25,0.559,5495.55,595.767,43.691
20,0.559,5509.55,595.756,43.686
15,0.559,5498.04,595.752,43.682
10,0.559,5512.71,595.725,43.677
