Loaded fvecs: 1000 vectors of dimension 128 from /root/work/data/filterbenchmark/ytb_audio/ytb_audio_query_and.fvecs
Loaded label sets: 1000
Loaded label sets: 5000000
Loaded fvecs: 5000000 vectors of dimension 128 from /root/work/data/filterbenchmark/ytb_audio/ytb_audio_base.fvecs
Rebuilding two-tier inverted index for 498335 labelsets...
Found 3862 unique labels
Two-tier index configuration:
  Tier 1 (dense): 1683 labels (freq >= 202)
  Tier 2 (sparse): 2179 labels
  Tier 1 memory: 0.0976437 GB
Building Tier 1 dense bitsets...
Building Tier 2 sparse index...
Two-tier index rebuilt successfully!
Loaded ground truth: 1000
Example: first query has 10
3449742,4216491,1464914,1240200,3682961,1664400,1247207,2004980,3409268,3451470,
ef,recall,qps,dist_comp,hops
20000,0.9879,42.1546,31045,9188.97
15000,0.9874,53.8355,26637.4,7340.52
10000,0.9862,73.5166,21159.9,5326.47
5000,0.9826,124.324,13950.4,3065.96
2500,0.9777,208.84,8834.09,1750.86
2000,0.9751,248.205,7579.92,1452.83
1700,0.9728,282.363,6779.65,1264.59
1400,0.9702,329.55,5918.21,1069.97
1100,0.9679,399.757,4980.34,868.231
1000,0.9667,432.558,4647.56,798.884
900,0.9646,473.094,4306.55,728.059
800,0.9629,520.737,3952.31,656.016
700,0.9598,582.254,3581.91,582.45
600,0.9568,661.215,3196.31,507.681
500,0.9534,768.197,2794.47,431.394
400,0.9474,919.41,2371.91,352.771
300,0.9372,1164.6,1920.14,271.413
250,0.93,1356.69,1679.57,229.796
200,0.925,1627.62,1426.13,187.509
180,0.92,1766.08,1320.2,170.305
160,0.9168,1952.8,1211.17,152.963
140,0.9101,2176.55,1095.68,135.329
120,0.9013,2461.6,975.978,117.51
100,0.8912,2842.89,857.79,100.032
90,0.8824,3080.69,794.559,90.897
80,0.8754,3380.2,727.739,81.654
70,0.8671,3741.17,661.283,72.467
60,0.8562,4171.53,594.825,63.268
55,0.8518,4479.57,561.781,58.666
50,0.8464,4753.62,529.208,54.174
45,0.8358,5106.67,494.055,49.544
40,0.8272,5484.33,458.283,44.9
35,0.8096,6006.51,418.97,39.892
30,0.8003,6317.18,395.718,36.863
25,0.8,6364.93,395.359,36.497
20,0.7995,6391.78,395.089,36.187
15,0.7988,6412.64,394.901,35.917
10,0.798,6402.79,394.749,35.723
