efSearch,recall@10,QPS,QPS_with_filter,dist_comps_per_query
1700,0.002,39268.8,133.608,0.375
1400,0.002,44464.2,133.661,0.375
1100,0.002,45402.7,133.669,0.375
1000,0.002,46083.7,133.675,0.375
900,0.002,46905.7,133.682,0.375
800,0.002,47538.3,133.687,0.375
700,0.002,47915.7,133.69,0.375
600,0.002,48447.1,133.694,0.375
500,0.002,48590.2,133.695,0.375
400,0.002,49082,133.699,0.375
300,0.002,49775.2,133.704,0.375
250,0.002,50063.3,133.706,0.375
200,0.002,50542.9,133.709,0.375
180,0.002,50738.6,133.711,0.375
160,0.002,50735.5,133.71,0.375
140,0.002,50929.6,133.712,0.375
120,0.002,51363,133.715,0.375
100,0.002,51720.9,133.717,0.375
90,0.002,52041.7,133.719,0.375
80,0.002,51961.1,133.719,0.375
70,0.002,52672.4,133.723,0.375
60,0.002,52550.3,133.723,0.375
55,0.002,52589.9,133.723,0.375
50,0.002,52603,133.723,0.375
45,0.002,52288.3,133.721,0.375
40,0.002,46510.4,133.678,0.375
35,0.002,51454.4,133.715,0.375
30,0.002,51880.8,133.718,0.375
25,0.002,52659.2,133.723,0.375
20,0.002,52758.5,133.724,0.375
15,0.002,52672.4,133.723,0.375
10,0.002,53190.1,133.727,0.375
