efSearch,recall@10,QPS,QPS_with_filter,dist_comps_per_query
1700,0.3205,187.762,70.3845,2384.55
1400,0.319,224.713,75.0081,2084.01
1100,0.3165,289.57,81.069,1759.79
1000,0.3145,312.644,82.7794,1643.91
900,0.3135,344.523,84.8584,1525.72
800,0.31,389.598,87.3475,1399.39
700,0.3075,437.785,89.5576,1269.71
600,0.3045,500.508,91.9139,1132.49
500,0.303,600.377,94.8102,987.015
400,0.297,733.606,97.6095,833.35
300,0.289,925.266,100.376,665.835
250,0.2825,1090.43,102.053,578.515
200,0.273,1328.59,103.794,483.8
180,0.2695,1476.88,104.615,446.44
160,0.2665,1627.52,105.305,406.02
140,0.2575,1792.27,105.935,367.13
120,0.252,2045.32,106.716,325.095
100,0.2415,2358.66,107.461,281.95
90,0.237,2592.65,107.904,259.35
80,0.232,2663.76,108.024,236.79
70,0.222,3245.27,108.815,213.595
60,0.2095,3679.04,109.247,190.035
55,0.202,3940.5,109.462,177.655
50,0.195,4262.57,109.693,165.555
45,0.19,4450.69,109.812,153.055
40,0.178,4954.91,110.089,140.67
35,0.1605,5567.32,110.358,128.465
30,0.149,6291.28,110.611,115.265
25,0.1365,7242.23,110.867,100.89
20,0.121,8531.34,111.124,86.49
15,0.0965,10349.3,111.378,70.545
10,0.0635,12822.9,111.61,54.89
