efSearch,recall@10,QPS,QPS_with_filter,dist_comps_per_query
1700,0.001,36570.8,119.824,0.45
1400,0.001,41813.4,119.873,0.45
1100,0.001,43832.2,119.889,0.45
1000,0.001,43715.7,119.888,0.45
900,0.001,44111.1,119.891,0.45
800,0.001,43965.5,119.89,0.45
700,0.001,43244.7,119.885,0.45
600,0.001,42588.3,119.88,0.45
500,0.001,42336.8,119.878,0.45
400,0.001,42175,119.876,0.45
300,0.001,42381.7,119.878,0.45
250,0.001,42356,119.878,0.45
200,0.001,42230.2,119.877,0.45
180,0.001,42517,119.879,0.45
160,0.001,42381.7,119.878,0.45
140,0.001,42508.4,119.879,0.45
120,0.001,42653.2,119.88,0.45
100,0.001,42644.5,119.88,0.45
90,0.001,42616.4,119.88,0.45
80,0.001,42642.4,119.88,0.45
70,0.001,42588.3,119.88,0.45
60,0.001,39346.2,119.852,0.45
55,0.001,42463.2,119.879,0.45
50,0.001,43075.9,119.884,0.45
45,0.001,43430.5,119.886,0.45
40,0.001,43793.3,119.889,0.45
35,0.001,44159.9,119.892,0.45
30,0.001,44572.8,119.895,0.45
25,0.001,44763.1,119.896,0.45
20,0.001,45319.3,119.9,0.45
15,0.001,45516,119.901,0.45
10,0.001,45672.2,119.903,0.45
