Loaded fvecs: 1000 vectors of dimension 512 from /root/work/data/filterbenchmark/LAION1M/LAION1M_query.fvecs
Loaded label sets: 1000
Loaded label sets: 1000448
Loaded fvecs: 1000448 vectors of dimension 512 from /root/work/data/filterbenchmark/LAION1M/LAION1M_base.fvecs
Rebuilding two-tier inverted index for 62066 labelsets...
Found 30 unique labels
Two-tier index configuration:
  Tier 1 (dense): 30 labels (freq >= 5515)
  Tier 2 (sparse): 0 labels
  Tier 1 memory: 0.000216812 GB
Building Tier 1 dense bitsets...
Building Tier 2 sparse index...
Two-tier index rebuilt successfully!
Loaded ground truth: 1000
Example: first query has 10
112236,410900,700554,879730,813630,797461,46841,990488,905235,644372,
ef,recall,qps,dist_comp,hops
20000,0.9993,26.6552,45668.7,11224.9
15000,0.9991,32.626,39375.1,8907.7
10000,0.999,42.9796,31518.4,6387.58
5000,0.9986,71.0822,20961.4,3571.53
2500,0.997,120.168,13332.4,1955.23
2000,0.9966,146.725,11418.1,1607.18
1700,0.9956,163.848,10174.7,1389.87
1400,0.9948,192.77,8845.88,1166.06
1100,0.9925,235.163,7407.54,935.865
1000,0.992,254.446,6896.55,857.638
900,0.9913,277.703,6369.65,778.59
800,0.9896,306.96,5825.85,697.748
700,0.9876,343.08,5256.76,615.539
600,0.9848,390.833,4663.38,532.208
500,0.9821,458.05,4041.63,447.751
400,0.976,555.918,3381.93,362.055
300,0.9689,713.196,2677.92,275.29
250,0.962,839.398,2306.52,231.55
200,0.9541,1020.87,1917.91,187.402
180,0.948,1120.38,1757.22,169.629
160,0.9404,1244.84,1592.48,151.734
140,0.9309,1403.09,1422.97,133.791
120,0.9211,1595.53,1249.62,115.752
100,0.9068,1876.36,1074.64,97.884
90,0.896,2059.07,984.832,88.856
80,0.8872,2279.39,894.61,79.951
70,0.8749,2556.41,802.784,70.891
60,0.8577,2874.93,709.774,61.821
55,0.8477,3091.96,663.949,57.267
50,0.8364,3341.29,617.343,52.709
45,0.8234,3608.86,572.533,48.284
40,0.8094,3955.63,525.291,43.665
35,0.7895,4348.32,478.308,39.158
30,0.7756,4653.07,448.523,36.338
25,0.7756,4664.47,448.522,36.281
20,0.7756,4654.53,448.521,36.224
15,0.7756,4671.19,448.521,36.163
10,0.7755,4644.12,448.52,36.115
