Loaded fvecs: 1000 vectors of dimension 512 from /root/work/data/filterbenchmark/LAION1M/LAION1M_query.fvecs
Loaded label sets: 1000
Loaded label sets: 1000448
Loaded fvecs: 1000448 vectors of dimension 512 from /root/work/data/filterbenchmark/LAION1M/LAION1M_base.fvecs
Rebuilding two-tier inverted index for 62066 labelsets...
Found 30 unique labels
Two-tier index configuration:
  Tier 1 (dense): 30 labels (freq >= 5515)
  Tier 2 (sparse): 0 labels
  Tier 1 memory: 0.000216812 GB
Building Tier 1 dense bitsets...
Building Tier 2 sparse index...
Two-tier index rebuilt successfully!
Loaded ground truth: 1000
Example: first query has 10
436495,809376,314848,539868,195130,364374,79053,281421,376137,704064,
ef,recall,qps,dist_comp,hops
20000,0.9997,162.735,8643.18,5590.83
15000,0.9997,188.035,7792.74,4699.87
10000,0.9997,242.463,6616.68,3624.81
5000,0.9997,393.9,4792.82,2304.45
2500,0.9997,607.56,3347.7,1424.02
2000,0.9997,703.393,2965.66,1202.67
1700,0.9996,782.465,2709.99,1057.11
1400,0.9996,894.314,2426.94,904.013
1100,0.9995,1011.05,2110.33,741.734
1000,0.9995,1003.78,1994.57,685.488
900,0.9994,1078.51,1872.98,628.111
800,0.9995,1169.69,1745.14,568.57
700,0.9993,1285.02,1609.8,507.605
600,0.9992,1429.98,1464.76,445.587
500,0.9991,1624.94,1306.93,380.963
400,0.9986,1908.85,1135.05,314.526
300,0.9986,2348.42,943.77,244.514
250,0.9983,2681.12,838.174,208.567
200,0.9979,3132.72,724.015,171.698
180,0.9979,3381.27,675.443,156.554
160,0.9976,3699.9,624.361,141.098
140,0.9963,4064.6,571.942,125.492
120,0.9952,4546.86,516.103,109.544
100,0.9949,5182.7,457.006,93.204
90,0.994,5581.46,426.996,84.899
80,0.9921,6015.41,395.635,76.431
70,0.9899,6633.7,362.538,67.831
60,0.9882,7381.64,328.244,59.125
55,0.9864,7857.9,310.685,54.784
50,0.9843,8376.8,292.216,50.348
45,0.9818,8994.45,273.255,45.889
40,0.9787,9704.48,254.182,41.465
35,0.9743,10621.3,234.149,36.982
30,0.9697,11672.7,213.578,32.522
25,0.9587,13116.8,191.232,27.95
20,0.9413,15020.9,168.265,23.399
15,0.9179,17826.4,143.785,18.779
10,0.8743,22056.6,117.865,14.198
