Loaded fvecs: 1000 vectors of dimension 512 from /root/work/data/filterbenchmark/LAION1M/LAION1M_query.fvecs
Loaded label sets: 1000
Loaded label sets: 1000448
Loaded fvecs: 1000448 vectors of dimension 512 from /root/work/data/filterbenchmark/LAION1M/LAION1M_base.fvecs
Rebuilding two-tier inverted index for 62066 labelsets...
Found 30 unique labels
Two-tier index configuration:
  Tier 1 (dense): 30 labels (freq >= 5515)
  Tier 2 (sparse): 0 labels
  Tier 1 memory: 0.000216812 GB
Building Tier 1 dense bitsets...
Building Tier 2 sparse index...
Two-tier index rebuilt successfully!
Loaded ground truth: 1000
Example: first query has 10
112236,410900,700554,879730,813630,797461,46841,990488,905235,644372,
ef,recall,qps,dist_comp,hops
20000,0.9994,25.8101,45226.7,11224.7
15000,0.9992,32.7035,38942,8907.58
10000,0.9989,41.8231,31127,6387.59
5000,0.9978,71.5218,20680,3571.58
2500,0.9952,117.842,13165.9,1955.23
2000,0.9943,136.435,11283,1607.19
1700,0.9927,155.475,10059.2,1389.88
1400,0.9912,182.228,8749.44,1166.08
1100,0.9873,221.93,7333.05,935.951
1000,0.9852,261.313,6828.45,857.7
900,0.9823,287.541,6309.33,778.645
800,0.9797,317.215,5772.96,697.827
700,0.9767,355.078,5213.05,615.647
600,0.9716,405.682,4626.71,532.234
500,0.9655,448.046,4014.13,447.841
400,0.9571,559.102,3362.59,362.135
300,0.9448,742.685,2668.44,275.475
250,0.9372,869.723,2299.35,231.663
200,0.9219,1052.23,1913.69,187.372
180,0.9144,1159.24,1754.45,169.598
160,0.906,1209.96,1591.65,151.746
140,0.8972,1303.26,1425.99,133.871
120,0.8857,1471.79,1254.7,115.801
100,0.8745,1737.94,1079.06,97.802
90,0.8653,1882.05,990.329,88.793
80,0.8562,2094.56,898.74,79.671
70,0.8467,2341.03,806.562,70.611
60,0.8319,2639.75,715.008,61.591
55,0.8251,2760.64,670.394,57.099
50,0.816,3300.02,623.582,52.497
45,0.8021,3696.27,575.763,47.828
40,0.7917,4047.2,528.953,43.289
35,0.7782,4467.38,482.163,38.801
30,0.7681,4732.24,452.496,35.94
25,0.7681,4718.69,452.495,35.883
20,0.7681,4756.58,452.494,35.827
15,0.7679,4767.23,452.487,35.762
10,0.7678,4732.17,452.486,35.714
