Loaded fvecs: 1000 vectors of dimension 512 from /root/work/data/filterbenchmark/LAION1M/LAION1M_query.fvecs
Loaded label sets: 1000
Loaded label sets: 1000448
Loaded fvecs: 1000448 vectors of dimension 512 from /root/work/data/filterbenchmark/LAION1M/LAION1M_base.fvecs
Rebuilding two-tier inverted index for 62066 labelsets...
Found 30 unique labels
Two-tier index configuration:
  Tier 1 (dense): 30 labels (freq >= 5515)
  Tier 2 (sparse): 0 labels
  Tier 1 memory: 0.000216812 GB
Building Tier 1 dense bitsets...
Building Tier 2 sparse index...
Two-tier index rebuilt successfully!
Loaded ground truth: 1000
Example: first query has 10
387223,256019,153229,216997,177328,974198,359903,768297,308241,435667,
ef,recall,qps,dist_comp,hops
20000,0.9984,9.87431,177397,20000.5
15000,0.9978,12.7792,143742,15001.2
10000,0.9981,18.3307,105239,10000.6
5000,0.9966,34.2088,60055.5,5000.37
2500,0.9942,65.6704,32919.5,2500.62
2000,0.9935,81.4544,26926.9,2000.41
1700,0.9924,95.4099,23249.4,1701.15
1400,0.9909,115.304,19469.6,1401.08
1100,0.9893,146.371,15589.6,1101.02
1000,0.9887,160.981,14272.4,1001.12
900,0.9878,178.647,12945.5,901.511
800,0.9873,201,11599.7,801.472
700,0.9859,229.559,10240.9,701.591
600,0.9842,267.312,8871.52,602.304
500,0.9825,320.686,7475.79,502.473
400,0.9786,401.099,6058.94,402.745
300,0.972,529.327,4628.6,303.651
250,0.9684,632.677,3902.72,254.14
200,0.9629,783.835,3172.61,204.921
180,0.9584,868.431,2874.6,185.043
160,0.9543,972.056,2577.19,165.31
140,0.9492,1101.56,2281.34,145.796
120,0.9431,1270.94,1985.4,126.351
100,0.9324,1505.99,1683.93,106.657
90,0.9259,1652.47,1535.8,97.011
80,0.9176,1835.76,1384.24,87.22
70,0.9077,2065.49,1236.31,77.721
60,0.893,2360.18,1087.56,68.058
55,0.8856,2538.99,1014.2,63.214
50,0.8771,2739.47,941.259,58.408
45,0.8664,2984.21,867.349,53.561
40,0.8528,3275.52,792.364,48.667
35,0.8377,3631.23,719.264,43.899
30,0.8266,3872.12,674.503,40.998
25,0.8266,3869.16,674.503,40.998
20,0.8266,3871.99,674.503,40.998
15,0.8266,3882.07,674.503,40.998
10,0.8266,3881.78,674.503,40.998
