efSearch,recall@10,QPS,QPS_with_filter,dist_comps_per_query
1700,0.8285,72.6085,7.63141,8244.2
1400,0.796,90.4229,7.79278,7135.6
1100,0.7765,117.697,7.95158,5971.94
1000,0.774,129.119,7.99938,5561.94
900,0.764,142.849,8.04731,5136.82
800,0.7515,163.591,8.1052,4700.6
700,0.7425,187.146,8.15606,4245.49
600,0.737,217.655,8.20619,3774.13
500,0.7095,260.607,8.2575,3283.3
400,0.6925,325.051,8.3097,2773.62
300,0.6665,427.256,8.36083,2255.13
250,0.644,509.492,8.38732,1979.37
200,0.6295,630.809,8.41396,1689.1
180,0.624,694.869,8.42432,1564.84
160,0.6125,781.125,8.43561,1436.27
140,0.5895,883.345,8.44617,1303.04
120,0.555,1018.44,8.4569,1169.01
100,0.536,1212,8.46813,1026.4
90,0.5215,1332.14,8.47346,951.85
80,0.5055,1472.68,8.47861,873.025
70,0.4825,1684.74,8.48476,792.855
60,0.4585,1929.42,8.49018,709.245
55,0.4365,2078.01,8.49285,666.24
50,0.412,2259.17,8.49564,621.945
45,0.3965,2453.81,8.49817,576.87
40,0.3755,2749.71,8.50134,529.08
35,0.3415,3077.96,8.50415,478.035
30,0.3155,3538.88,8.50721,427.36
25,0.283,4072.42,8.50989,374.255
20,0.2475,4988.76,8.51315,318.57
15,0.1945,6394.05,8.51635,261.15
10,0.116,9074.36,8.5197,197.385
