efSearch,recall@10,QPS,QPS_with_filter,dist_comps_per_query
1700,0,28789.2,7.65195,0.04
1400,0,40806.6,7.65255,0.04
1100,0,41449.8,7.65257,0.04
1000,0,42707.5,7.65261,0.04
900,0,43486.8,7.65264,0.04
800,0,44257.7,7.65266,0.04
700,0,44813.3,7.65268,0.04
600,0,45714.5,7.6527,0.04
500,0,46038.1,7.65271,0.04
400,0,46210.6,7.65272,0.04
300,0,45766.9,7.6527,0.04
250,0,46371.5,7.65272,0.04
200,0,46717.6,7.65273,0.04
180,0,46827.1,7.65273,0.04
160,0,46829.7,7.65273,0.04
140,0,47082,7.65274,0.04
120,0,47127,7.65274,0.04
100,0,47404,7.65275,0.04
90,0,47530.2,7.65275,0.04
80,0,47551.8,7.65275,0.04
70,0,47201.3,7.65274,0.04
60,0,47425.4,7.65275,0.04
55,0,47665.3,7.65276,0.04
50,0,47259.8,7.65274,0.04
45,0,45642.4,7.6527,0.04
40,0,45841.9,7.65271,0.04
35,0,45197.2,7.65269,0.04
30,0,44454.7,7.65267,0.04
25,0,44532.6,7.65267,0.04
20,0,43889.5,7.65265,0.04
15,0,44603.6,7.65267,0.04
10,0,43995.4,7.65265,0.04
