efSearch,recall@10,QPS,QPS_with_filter,dist_comps_per_query
1700,0.006,11987.5,7.22938,9.195
1400,0.006,15507.5,7.23037,9.195
1100,0.006,16244.1,7.23052,9.195
1000,0.006,15523,7.23037,9.195
900,0.006,15046.8,7.23027,9.195
800,0.006,15056.8,7.23027,9.195
700,0.006,14946.6,7.23024,9.195
600,0.006,14955.4,7.23025,9.195
500,0.006,14980.2,7.23025,9.195
400,0.006,15129.6,7.23029,9.195
300,0.006,15765.4,7.23043,9.125
250,0.006,16655.6,7.2306,8.905
200,0.006,17699,7.23079,8.58
180,0.006,18223,7.23087,8.38
160,0.006,18745.9,7.23095,8.015
140,0.006,9626.48,7.22831,7.745
120,0.006,17075,7.23068,7.48
100,0.006,18519.9,7.23092,7.02
90,0.006,19368.3,7.23104,6.805
80,0.006,20098.7,7.23114,6.625
70,0.006,20831.4,7.23123,6.45
60,0.006,21538,7.23131,6.25
55,0.006,21948.8,7.23136,6.11
50,0.006,22591.3,7.23143,5.94
45,0.006,22969.9,7.23147,5.73
40,0.006,23323.1,7.2315,5.515
35,0.006,23607.3,7.23153,5.4
30,0.0055,24390.5,7.2316,5.18
25,0.0055,25019,7.23165,4.985
20,0.0055,25790.5,7.23171,4.66
15,0.004,26514.3,7.23177,4.435
10,0.0035,27393.2,7.23183,4.185
