efSearch,recall@10,QPS,QPS_with_filter,dist_comps_per_query
1700,0.0015,27461.3,7.21718,0.425
1400,0.0015,38610.9,7.21773,0.425
1100,0.0015,40119.6,7.21778,0.425
1000,0.0015,41406.8,7.21782,0.425
900,0.0015,42122.1,7.21784,0.425
800,0.0015,43215.7,7.21787,0.425
700,0.0015,44004.7,7.21789,0.425
600,0.0015,44763.1,7.21791,0.425
500,0.0015,45516,7.21793,0.425
400,0.0015,46147,7.21795,0.425
300,0.0015,46618.9,7.21796,0.425
250,0.0015,46816.7,7.21796,0.425
200,0.0015,47506,7.21798,0.425
180,0.0015,47562.6,7.21798,0.425
160,0.0015,47929.4,7.21799,0.425
140,0.0015,48274.2,7.218,0.425
120,0.0015,48368.8,7.218,0.425
100,0.0015,49007.5,7.21801,0.425
90,0.0015,49079.1,7.21801,0.425
80,0.0015,49200,7.21802,0.425
70,0.0015,49566.3,7.21802,0.425
60,0.0015,49321.5,7.21802,0.425
55,0.0015,49625,7.21803,0.425
50,0.0015,49763.4,7.21803,0.425
45,0.0015,49651.4,7.21803,0.425
40,0.0015,49950,7.21803,0.425
35,0.0015,49899.5,7.21803,0.425
30,0.0015,49044.7,7.21801,0.425
25,0.0015,47984.3,7.21799,0.425
20,0.0015,47516.8,7.21798,0.425
15,0.0015,47257.1,7.21797,0.425
10,0.0015,31230.9,7.21741,0.425
