L,Cmps,QPS,Recall
1700,66,2597.4,92
1400,66,2666.67,92
1100,66,2666.67,92
1000,66,2631.58,92
900,66,2702.7,92
800,66,2666.67,92
700,66,2666.67,92
600,66,2666.67,92
500,66,2702.7,92
400,66,2666.67,92
300,66,2666.67,92
250,66,2702.7,92
200,65,2702.7,92
180,65,2702.7,92
160,64,2739.73,92
140,63,2739.73,92
120,61,2739.73,91.95
100,59,2739.73,91.9
90,57,2739.73,91.9
80,56,2777.78,91.8
70,54,2777.78,91.65
60,52,2816.9,91.65
55,51,2816.9,91.45
50,50,2816.9,91.3
45,49,2816.9,91.15
40,48,2816.9,91.1
35,46,2777.78,90.9
30,44,2816.9,90.7
25,42,2816.9,90.6
20,40,2816.9,90.35
15,38,2816.9,89.9
10,34,2816.9,89.3
