ef,recall,qps,distance_computations_per_query
/root/work/data/filterbenchmark/tripclick/tripclick_base.bin
/root/work/lssg/example/quantile_partitions/tripclick_equality/tripclick_equality_Q1_query.bin
Ground truth loaded from /root/work/others/Unified-Navigating-Graph/data/gt_quantile/tripclick_equality/Q1_gt_29_labels_zipf.bin
Base Label Load Finished
Query Label Load Finished
All Points:: 2475980
All Points:: 2347498
1700,0.404,100000,36.645
1400,0.404,200000,36.645
1100,0.404,200000,36.645
1000,0.404,200000,36.645
900,0.404,200000,36.645
800,0.404,200000,36.645
700,0.404,200000,36.645
600,0.404,200000,36.645
500,0.404,200000,36.645
400,0.404,200000,36.645
300,0.404,200000,36.645
250,0.404,200000,36.645
200,0.404,200000,36.645
180,0.404,200000,36.645
160,0.404,200000,36.645
140,0.404,200000,36.645
120,0.404,200000,36.645
100,0.404,200000,36.645
90,0.404,200000,36.645
80,0.404,200000,36.645
70,0.404,200000,36.645
60,0.404,200000,36.645
55,0.404,200000,36.645
50,0.404,200000,36.645
45,0.404,200000,36.645
40,0.404,200000,36.645
35,0.404,200000,36.645
30,0.404,200000,36.645
25,0.404,200000,36.645
20,0.404,200000,36.645
15,0.404,200000,36.645
10,0.404,200000,36.645
