L,Cmps,QPS,Recall
1700,29.00,27588.57,100.00
1400,30.00,63229.55,100.00
1100,29.00,78257.58,100.00
1000,30.00,96474.16,100.00
900,29.00,103060.38,100.00
800,30.00,104056.11,100.00
700,29.00,105575.38,100.00
600,30.00,109371.91,100.00
500,30.00,110717.14,100.00
400,30.00,108621.62,100.00
300,30.00,46707.34,100.00
250,30.00,57777.32,100.00
200,30.00,82523.95,100.00
180,30.00,111426.51,100.00
160,30.00,112011.18,100.00
140,30.00,110528.69,100.00
120,30.00,112671.87,100.00
100,30.00,111990.55,100.00
90,30.00,112332.04,100.00
80,30.00,114219.99,100.00
70,29.00,113178.12,100.00
60,30.00,113337.82,100.00
55,30.00,115985.87,100.00
50,29.00,114289.83,100.00
45,29.00,112363.59,100.00
40,30.00,114434.35,100.00
35,30.00,108402.67,100.00
30,30.00,109671.73,100.00
25,30.00,113215.28,100.00
20,30.00,114026.58,100.00
15,30.00,114522.81,100.00
10,30.00,122884.62,100.00
