Loaded fvecs: 200 vectors of dimension 384 from ./quantile_partitions/wikipedia-5m_overlap/wikipedia-5m_overlap_Q1_query.fvecs
Loaded label sets: 200
Loaded label sets: 5000000
Loaded fvecs: 5000000 vectors of dimension 384 from /root/work/data/vecs/wikipedia/wikipedia_5m_base.fvecs
Rebuilding two-tier inverted index for 184298 labelsets...
Found 237417 unique labels
Two-tier index configuration:
  Tier 1 (dense): 4551 labels (freq >= 25)
  Tier 2 (sparse): 232866 labels
  Tier 1 memory: 0.0976539 GB
Building Tier 1 dense bitsets...
Building Tier 2 sparse index...
Two-tier index rebuilt successfully!

========== MinHash Configuration ==========
Hash functions: 64
Bits per hash:  4 bits
Signature size: 32 bytes per labelset
LSH bands:      16 bands × 4 hashes/band
Bucket space:   2^16 = 65536 buckets per band
Est. memory:    18.3105 MB for 600K labelsets
===========================================

Loaded ground truth: 200
Example: first query has 10
2234865,163620,2234864,163616,4171487,3975707,1069274,3975711,2234866,1069281,
ef,recall,qps,dist_comp,hops
20000,0.9185,20.5616,61064.1,19202.2
15000,0.9075,25.6484,52442,14499.2
10000,0.895,36.3874,41178.8,9731.06
5000,0.861,66.9197,25616.2,4905.45
2500,0.823,122.394,15136.4,2478.19
2000,0.807,150.504,12711.2,1996.66
1700,0.787,171.585,11141.1,1701.9
1400,0.7615,207.883,9524.75,1409.17
1100,0.7405,255.962,7850.02,1118.59
1000,0.7265,277.731,7240.21,1014.92
900,0.7135,295.66,6645.28,915.18
800,0.7035,329.94,6042.82,817.155
700,0.683,369.442,5418.73,717.215
600,0.6705,416.143,4773.77,614.955
500,0.6465,486.317,4112.35,515.91
400,0.6095,590.837,3397.95,416.68
300,0.57,744.31,2688.57,318.355
250,0.541,851.946,2334.82,270.275
200,0.5125,998.212,1969.92,223.79
180,0.4855,1079.36,1821.24,203.205
160,0.4605,1202.32,1627.01,181.12
140,0.43,1333.7,1451.69,159.285
120,0.4115,1473.04,1292.19,139.355
100,0.3745,1703.35,1098.91,117.17
90,0.369,1825.98,1027.29,108.745
80,0.347,1973.98,948.345,98.795
70,0.3285,2060.04,845.06,88.425
60,0.306,2455.01,734.475,76.855
55,0.2805,2586.19,679.065,71
50,0.265,2732.98,645.23,66.145
45,0.25,2896.65,602.825,61.12
40,0.232,3122.14,548.7,55.41
35,0.214,3414.31,499.22,49.595
30,0.197,3652.15,443.13,43.645
25,0.161,4202.98,381.635,36.76
20,0.135,4892,310.765,29.24
15,0.1245,5400.76,269.51,24.58
10,0.1245,5478.1,269.51,24.58
