1700,0.9983,2.15207,599782
1400,0.9983,2.36576,556338
1100,0.9982,2.68879,503827
1000,0.9983,2.84386,483798
900,0.9984,3.04466,462090
800,0.9983,3.26047,438280
700,0.9981,3.50527,412316
600,0.9981,3.80311,383586
500,0.9983,3.26913,351077
400,0.998,3.56958,313775
300,0.9981,4.64179,269591
250,0.9981,5.1509,243750
200,0.9977,6.33048,214689
180,0.9976,5.96175,202076
160,0.9977,6.70187,188530
140,0.9975,9.00479,174335
120,0.9974,9.57249,158770
100,0.9971,11.249,141887
90,0.9967,10.3876,132980
80,0.9967,12.9351,123598
70,0.9965,14.1629,113620
60,0.9959,15.6703,103193
55,0.9958,16.6132,97747.8
50,0.9954,17.7349,91887
45,0.9951,18.9901,86031.5
40,0.9947,20.4746,80048.6
35,0.994,22.4719,73397.9
30,0.993,24.8571,66617.4
25,0.9924,28.3246,58675.4
20,0.991,32.7547,50828.1
15,0.9868,40.4744,41677.8
10,0.9776,55.5216,31028.9
