1700,0.997,12.7066,121021
1400,0.9968,14.9392,103955
1100,0.9967,18.2755,86159.8
1000,0.9965,19.7836,79961.1
900,0.9961,21.6783,73634.1
800,0.9959,23.99,67187.1
700,0.9962,26.8947,60589.3
600,0.9956,30.6016,53808.3
500,0.9956,35.9583,46770.7
400,0.9956,43.651,39377.5
300,0.9943,56.0381,31529.5
250,0.9939,65.1678,27407.4
200,0.9924,78.4375,23158.6
180,0.9921,85.3242,21387.4
160,0.9912,93.7471,19568.3
140,0.9889,104.188,17722.4
120,0.986,118.161,15763
100,0.9822,137.817,13687.8
90,0.981,150.512,12629.6
80,0.9793,165.92,11550.2
70,0.9767,184.74,10457.5
60,0.9725,209.556,9318.79
55,0.9709,228.05,8701.96
50,0.9687,248.694,8111.44
45,0.9653,271.961,7494.75
40,0.9625,296.121,6896.6
35,0.958,331.126,6273.22
30,0.9529,378.215,5591.07
25,0.9443,442.674,4908.48
20,0.9325,538.213,4185.29
15,0.9127,706.215,3405.37
10,0.8746,959.693,2685.32
