L,Cmps,QPS,Recall
1700,31,25000,100
1400,31,33333.3,100
1100,31,33333.3,100
1000,31,33333.3,100
900,31,33333.3,100
800,31,33333.3,100
700,31,33333.3,100
600,31,33333.3,100
500,31,33333.3,100
400,31,33333.3,100
300,31,33333.3,100
250,31,33333.3,100
200,31,33333.3,100
180,31,33333.3,100
160,31,33333.3,100
140,31,33333.3,100
120,31,33333.3,100
100,31,33333.3,100
90,31,33333.3,100
80,31,33333.3,100
70,31,33333.3,100
60,31,33333.3,100
55,31,33333.3,100
50,31,33333.3,100
45,31,28571.4,100
40,31,33333.3,100
35,31,33333.3,100
30,31,33333.3,99.95
25,31,33333.3,99.3
20,31,40000,98.1
15,30,40000,95.5
10,28,40000,91.4
