ef,recall,qps,distance_computations_per_query
1700,0.78,0.810291,810550
1400,0.78,0.855615,781628
1100,0.7775,0.917894,742607
1000,0.7775,0.946029,726904
900,0.7775,0.982487,708872
800,0.7775,1.0214,688689
700,0.7775,1.06818,665893
600,0.7775,1.12679,639085
500,0.7775,1.20236,608103
400,0.7775,1.30344,572294
300,0.7775,1.48704,522124
250,0.7775,1.62847,489293
200,0.7775,1.83251,447932
180,0.7775,1.94043,428915
160,0.7775,2.06868,408267
140,0.775,2.22953,384929
120,0.775,2.44275,357387
100,0.775,2.73299,325512
90,0.7725,2.92291,305550
80,0.7725,3.15134,286610
70,0.7725,3.46081,264448
60,0.7725,3.85877,241086
55,0.765,4.10678,228535
50,0.765,4.3802,216601
45,0.765,4.7399,201979
40,0.7625,5.17866,186979
35,0.7625,5.74713,170273
30,0.75,6.45578,153720
25,0.745,7.45851,134986
20,0.7375,8.74508,117104
15,0.7175,11.0988,94471.4
10,0.6975,16.4677,65008
