ef,recall,qps,distance_computations_per_query
1700,0.9875,68.5166,26565.3
1400,0.9875,81.367,22643
1100,0.987,100.351,18587.8
1000,0.987,108.755,17184.1
900,0.9865,119.119,15756.7
800,0.9865,132.013,14314.7
700,0.9865,147.71,12817.8
600,0.986,167.504,11299.1
500,0.9855,196.078,9763.7
400,0.985,235.571,8165.05
300,0.984,297.177,6474.32
250,0.981,347.826,5595.2
200,0.9805,417.537,4700.04
180,0.98,453.515,4330.31
160,0.98,496.278,3970.43
140,0.979,554.017,3576.89
120,0.975,628.931,3162.14
100,0.972,716.846,2737.89
90,0.9665,793.651,2492.27
80,0.9645,881.057,2273.07
70,0.959,970.874,2048.95
60,0.9545,1104.97,1827.52
55,0.954,1190.48,1708.2
50,0.95,1282.05,1592.86
45,0.945,1388.89,1474.65
40,0.9425,1526.72,1351.6
35,0.9365,1694.92,1224.88
30,0.928,1923.08,1092.49
25,0.915,2197.8,962.885
20,0.893,2597.4,825.615
15,0.861,3225.81,681.265
10,0.8145,4166.67,540.23
