L,Cmps,QPS,Recall
1700,1683,1680.67,99.75
1400,1651,1886.79,99.75
1100,1596,2105.26,99.75
1000,1571,2197.8,99.75
900,1540,2325.58,99.7
800,1502,2500,99.7
700,1453,2702.7,99.7
600,1391,2985.07,99.7
500,1311,3389.83,99.7
400,1207,3921.57,99.7
300,1061,4878.05,99.7
250,962,5555.56,99.65
200,848,6666.67,99.35
180,794,7142.86,99.2
160,739,8000,99.05
140,681,8695.65,98.85
120,621,10000,98.35
100,560,11111.1,97.7
90,527,11764.7,97.35
80,494,13333.3,97.25
70,460,14285.7,97
60,425,15384.6,96.45
55,408,16666.7,96.15
50,390,13333.3,95.65
45,370,18181.8,95.55
40,349,20000,94.95
35,327,22222.2,94.5
30,304,25000,93.9
25,280,25000,93.2
20,252,28571.4,91.4
15,220,33333.3,89.15
10,185,40000,82.65
