ef,recall,qps,distance_computations_per_query
/root/work/data/vecs/sift1m/sift_base.fvecs
/root/work/lssg/example/quantile_partitions/sift1m_containment/sift1m_containment_Q3_query.fvecs
Ground truth loaded from /root/work/others/Unified-Navigating-Graph/data/gt_quantile/sift1m_containment/Q3_gt_12_labels_zipf.bin
Base Label Load Finished
Query Label Load Finished
All Points:: 6916494
All Points:: 2712501
1700,1,238.635,15057.4
1400,1,275.596,13352.7
1100,1,334.113,11467.4
1000,1,359.002,10783.4
900,1,389.105,10070.2
800,1,424.088,9322.13
700,1,470.367,8537.88
600,1,528.681,7701.96
500,1,609.199,6805.89
400,1,720.981,5837.7
300,0.99995,901.307,4773.71
250,0.99985,1037.88,4197.6
200,0.9998,1129.31,3577.54
180,0.99975,1235.33,3314.42
160,0.9995,1356.85,3044
140,0.99925,1503.76,2760.97
120,0.9988,1687.76,2467.13
100,0.99775,1953.12,2157.23
90,0.997,2120.89,1995.19
80,0.9958,2355.71,1828.43
70,0.99415,2832.86,1655.69
60,0.9906,3205.13,1476.71
55,0.98845,3430.53,1384.29
50,0.9849,3690.04,1290.38
45,0.9816,3984.06,1194.12
40,0.97685,4385.96,1095.6
35,0.97075,4866.18,992.628
30,0.9609,5479.45,887.84
25,0.9465,6289.31,780.49
20,0.9257,7380.07,669.963
15,0.89055,9132.42,552.177
10,0.83235,11976,430.625
