L,Cmps,QPS,Recall
1700,60,22222.2,100
1400,60,50000,100
1100,60,50000,100
1000,60,50000,100
900,60,66666.7,100
800,60,50000,100
700,60,66666.7,100
600,61,66666.7,100
500,60,66666.7,100
400,60,66666.7,100
300,60,66666.7,100
250,60,66666.7,100
200,60,66666.7,100
180,60,66666.7,100
160,60,66666.7,100
140,60,66666.7,100
120,60,66666.7,100
100,60,66666.7,100
90,61,66666.7,100
80,60,66666.7,100
70,60,66666.7,100
60,60,66666.7,100
55,60,66666.7,100
50,60,66666.7,100
45,60,28571.4,100
40,60,66666.7,100
35,60,66666.7,100
30,60,66666.7,100
25,60,100000,100
20,59,100000,100
15,59,100000,99.95
10,58,100000,99.9
