Loaded fvecs: 1000 vectors of dimension 128 from /root/work/data/filterbenchmark/ytb_audio/ytb_audio_query_and.fvecs
Loaded label sets: 1000
Loaded label sets: 5000000
Loaded fvecs: 5000000 vectors of dimension 128 from /root/work/data/filterbenchmark/ytb_audio/ytb_audio_base.fvecs
Rebuilding two-tier inverted index for 498335 labelsets...
Found 3862 unique labels
Two-tier index configuration:
  Tier 1 (dense): 1683 labels (freq >= 202)
  Tier 2 (sparse): 2179 labels
  Tier 1 memory: 0.0976437 GB
Building Tier 1 dense bitsets...
Building Tier 2 sparse index...
Two-tier index rebuilt successfully!
Loaded ground truth: 1000
Example: first query has 10
714191,1479182,825720,1726770,218575,3618129,1244426,345959,4265657,3328714,
ef,recall,qps,dist_comp,hops
20000,0.9826,203.114,11084.1,6432.22
15000,0.9823,249.861,9573.84,5250.3
10000,0.9824,336.846,7511.65,3955.57
5000,0.9802,591.124,4546.79,2372.66
2500,0.9781,1000.69,2895.95,1393.24
2000,0.9765,1178.82,2554.86,1168.86
1700,0.9752,1321.93,2339.64,1026.05
1400,0.9743,1517.45,2103.35,877.565
1100,0.9733,1803.25,1838.97,720.907
1000,0.9727,1944.01,1740.12,666.312
900,0.9713,2104.71,1636.48,610.71
800,0.9706,2296.65,1525.23,554.22
700,0.9682,2539.95,1405.73,495.653
600,0.964,2849.91,1277.49,435.034
500,0.9608,3262.34,1141.22,372.733
400,0.9538,3835.17,992.987,307.689
300,0.9459,4693.5,832.818,240.191
250,0.9395,5305.57,744.152,205.548
200,0.9333,6297.1,652.625,170.284
180,0.9286,6778.72,613.77,155.647
160,0.9242,7319.75,573.693,140.967
140,0.9169,8056.14,529.066,125.608
120,0.9053,8973.55,483.507,111.033
100,0.8951,10149.9,435.093,95.046
90,0.8877,10957.3,409.196,86.796
80,0.8779,11892.6,379.297,78.225
70,0.8704,12938.9,350.76,69.893
60,0.8613,14338,320.355,61.322
55,0.8542,15217.7,304.267,56.944
50,0.8457,16250.9,287.678,52.479
45,0.8379,17243.7,270.492,48.019
40,0.8266,18652.8,252.75,43.447
35,0.8104,20681.5,229.571,38.539
30,0.7998,22523.4,211.44,34.158
25,0.7782,25329.4,190.344,29.379
20,0.7522,28918.1,167.757,24.573
15,0.7172,34156.8,143.226,19.73
10,0.6676,42179.5,116.359,14.674
