Loaded fvecs: 1000 vectors of dimension 128 from /root/work/data/filterbenchmark/ytb_audio/ytb_audio_query_and.fvecs
Loaded label sets: 1000
Loaded label sets: 5000000
Loaded fvecs: 5000000 vectors of dimension 128 from /root/work/data/filterbenchmark/ytb_audio/ytb_audio_base.fvecs
Rebuilding two-tier inverted index for 498335 labelsets...
Found 3862 unique labels
Two-tier index configuration:
  Tier 1 (dense): 1683 labels (freq >= 202)
  Tier 2 (sparse): 2179 labels
  Tier 1 memory: 0.0976437 GB
Building Tier 1 dense bitsets...
Building Tier 2 sparse index...
Two-tier index rebuilt successfully!
Loaded ground truth: 1000
Example: first query has 10
3449742,4216491,1464914,1240200,3682961,1664400,1247207,2004980,3409268,3451470,
ef,recall,qps,dist_comp,hops
20000,0.9872,45.036,30944.7,9187.56
15000,0.9866,60.0526,26538.3,7339.17
10000,0.9847,81.6414,21065,5325.53
5000,0.9819,136.878,13872.8,3065.26
2500,0.9757,231.946,8778,1750.46
2000,0.9736,276.015,7528.42,1452.45
1700,0.9712,314.215,6732.35,1264.29
1400,0.9689,365.741,5875.69,1069.75
1100,0.9656,444.969,4942.48,868.045
1000,0.9644,481.305,4613.36,798.846
900,0.9629,523.547,4272.1,727.935
800,0.9604,575.729,3922.03,655.879
700,0.9579,645.247,3552.79,582.138
600,0.9547,731.077,3171.66,507.584
500,0.9505,845.693,2769.85,431.079
400,0.9437,1024.19,2348.43,352.269
300,0.9351,1299.65,1901.01,271.112
250,0.9289,1499.3,1664.66,229.773
200,0.9196,1800.95,1412.65,187.366
180,0.9166,1968.64,1309.25,170.442
160,0.9122,2166.06,1204.4,153.271
140,0.9059,2415.12,1091.15,135.713
120,0.8976,2722.46,971.881,117.847
100,0.8901,3137.11,853.023,100.268
90,0.8822,3401.09,792.264,91.284
80,0.8741,3722.4,725.915,82.077
70,0.864,4129.27,662.253,73.051
60,0.8491,4613.88,594.253,63.611
55,0.8427,4954.8,559.511,58.878
50,0.8334,5237.26,525.511,54.188
45,0.8254,5612.25,490.482,49.515
40,0.8143,6074.59,454.218,44.769
35,0.8017,6583.02,418.274,40.081
30,0.793,6991.08,394.21,36.97
25,0.7926,7046.57,393.849,36.606
20,0.7922,7041.03,393.591,36.293
15,0.7916,7078.34,393.403,36.028
10,0.7907,7077.72,393.241,35.831
