Loaded fvecs: 1000 vectors of dimension 128 from /root/work/data/filterbenchmark/ytb_audio/ytb_audio_query_and.fvecs
Loaded label sets: 1000
Loaded label sets: 5000000
Loaded fvecs: 5000000 vectors of dimension 128 from /root/work/data/filterbenchmark/ytb_audio/ytb_audio_base.fvecs
Rebuilding two-tier inverted index for 498335 labelsets...
Found 3862 unique labels
Two-tier index configuration:
  Tier 1 (dense): 1683 labels (freq >= 202)
  Tier 2 (sparse): 2179 labels
  Tier 1 memory: 0.0976437 GB
Building Tier 1 dense bitsets...
Building Tier 2 sparse index...
Two-tier index rebuilt successfully!
Loaded ground truth: 1000
Example: first query has 10
3444340,4222350,2597462,1672995,3070603,1670387,3673399,3415431,1333262,1287160,
ef,recall,qps,dist_comp,hops
20000,0.9763,18.1747,116570,17990.2
15000,0.9728,25.4592,95117.2,13701
10000,0.9654,33.0797,70109.1,9322.53
5000,0.9515,62.2643,40141.6,4779.07
2500,0.9284,137.949,22144.4,2431.4
2000,0.9195,171.34,18159.4,1952.65
1700,0.9131,183.709,15717.8,1665.29
1400,0.9048,202.356,13217.4,1375.86
1100,0.8926,253.695,10651.5,1085.93
1000,0.8879,277.619,9776.41,988.737
900,0.8824,306.654,8901.38,892.027
800,0.8773,342.655,8011.56,795.117
700,0.8686,389.702,7106.86,697.606
600,0.8606,509.259,6199.79,600.401
500,0.848,645.945,5276.58,502.761
400,0.8334,796.142,4341.5,405.356
300,0.8135,1037.54,3388.79,308.088
250,0.7957,1222.98,2892,258.713
200,0.7787,1493.82,2390.81,209.715
180,0.766,1645.3,2186.12,190.095
160,0.7576,1815.26,1989.47,171.092
140,0.7417,2031.65,1785.07,151.619
120,0.7274,2301.08,1584.49,132.798
100,0.7043,2677.11,1368.24,112.771
90,0.6898,2900.89,1265.35,103.285
80,0.6771,3192.65,1147.38,92.847
70,0.6617,3547.29,1036.49,82.979
60,0.6364,3457.99,918.929,72.595
55,0.6234,3552.29,861.759,67.523
50,0.6109,3792.58,805.067,62.461
45,0.5927,4119.38,745.197,57.178
40,0.5747,4446.62,688.621,52.145
35,0.5563,4878.96,628.97,46.945
30,0.5419,5153.23,592.727,43.806
25,0.5419,5126.81,592.719,43.801
20,0.5419,5122.66,592.708,43.796
15,0.5419,5141.3,592.704,43.792
10,0.5419,5129.78,592.677,43.787
