ef,recall,qps,distance_computations_per_query
1700,0.4085,53.8793,21215.7
1400,0.4085,50.813,21209.1
1100,0.4085,47.7669,21198.5
1000,0.4085,46.6309,21193.6
900,0.4085,47.9962,21187.3
800,0.4085,54.4662,21179.7
700,0.4085,54.1419,21170.5
600,0.4085,54.3331,21158.6
500,0.4085,53.9665,21143.4
400,0.4085,53.9665,21125
300,0.4085,54.1419,21098.8
250,0.4085,54.0541,21082
200,0.4085,54.1126,21061.2
180,0.4085,54.1565,21051.4
160,0.4085,54.0541,21040.1
140,0.4085,53.1773,21027.7
120,0.4085,54.8697,21003.2
100,0.4085,56.4175,20874.7
90,0.4085,56.9152,20807.1
80,0.4085,57.3394,20711.3
70,0.4085,53.8793,20401.9
60,0.4085,59.6837,20166.8
55,0.4085,60.551,19982.6
50,0.4085,61.1995,19828.8
45,0.4085,62.8141,19548
40,0.4085,64.3915,19239.6
35,0.408,66.4452,18781
30,0.408,68.6106,18311.9
25,0.408,71.8907,17914
20,0.4085,78.3392,16753.1
15,0.4085,91.3242,15133.5
10,0.408,112.423,12868.7
