L,Cmps,QPS,Recall
1700,2536,1728.61,100
1400,2304,2026.34,100
1100,2050,2481.39,100
1000,1970,2652.52,100
900,1898,2869.44,100
800,1829,3134.8,100
700,1757,3460.21,100
600,1676,3853.56,100
500,1580,4415.01,100
400,1462,5181.35,100
300,1313,6349.21,100
250,1220,7220.22,100
200,1111,8474.58,100
180,1061,9009.01,100
160,1007,9756.1,100
140,947,10638.3,100
120,881,11764.7,100
100,807,13245,100
90,766,14184.4,100
80,722,15267.2,100
70,675,16806.7,100
60,623,18348.6,99.99
55,595,19417.5,99.98
50,566,20408.2,99.97
45,535,21739.1,99.93
40,502,23529.4,99.9
35,467,25316.5,99.84
30,429,27777.8,99.745
25,389,31250,99.6
20,344,35714.3,99.26
15,295,42553.2,98.38
10,240,52631.6,95.97
