L,Cmps,QPS,Recall
1700,855,2469.14,100
1400,855,2500,100
1100,855,2500,100
1000,854,2500,100
900,854,2531.65,100
800,853,2597.4,99.95
700,851,2666.67,99.95
600,847,2777.78,99.9
500,839,2941.18,99.85
400,825,3174.6,99.65
300,800,3448.28,99.4
250,779,3773.58,99.1
200,748,4081.63,98.8
180,731,4255.32,98.35
160,712,4444.44,97.85
140,688,4651.16,97.35
120,659,5000,96.8
100,623,5405.41,95.8
90,602,5555.56,95.35
80,578,5882.35,94.9
70,550,6060.61,94
60,518,6451.61,92.9
55,501,6896.55,92.25
50,480,7142.86,91.45
45,459,7407.41,91
40,435,7692.31,90.6
35,410,8333.33,89.95
30,382,8695.65,88.7
25,349,9523.81,87.7
20,313,10526.3,86.4
15,271,11764.7,84.5
10,223,13333.3,81.25
