Loaded fvecs: 1000 vectors of dimension 512 from /root/work/data/filterbenchmark/LAION1M/LAION1M_query.fvecs
Loaded label sets: 1000
Loaded label sets: 1000448
Loaded fvecs: 1000448 vectors of dimension 512 from /root/work/data/filterbenchmark/LAION1M/LAION1M_base.fvecs
Rebuilding two-tier inverted index for 62066 labelsets...
Found 30 unique labels
Two-tier index configuration:
  Tier 1 (dense): 30 labels (freq >= 5515)
  Tier 2 (sparse): 0 labels
  Tier 1 memory: 0.000216812 GB
Building Tier 1 dense bitsets...
Building Tier 2 sparse index...
Two-tier index rebuilt successfully!
Loaded ground truth: 1000
Example: first query has 10
112236,410900,700554,879730,813630,797461,46841,990488,905235,644372,
ef,recall,qps,dist_comp,hops
3000,0.9964,95.4551,14535,2294.97
2500,0.9958,109.459,12835.7,1955.21
2000,0.9947,140.772,10985.8,1607.22
1700,0.9923,167.539,9783.93,1389.86
1400,0.9908,180.549,8500.75,1166.03
1100,0.987,249.223,7112.62,935.838
1000,0.9856,273.689,6621.65,857.68
900,0.9839,298.885,6114.42,778.598
800,0.9809,330.26,5590.56,697.809
700,0.978,369.81,5044.27,615.612
600,0.974,421.683,4472.29,532.246
500,0.9671,438.052,3876.43,447.867
400,0.9586,524.301,3243.51,362.176
300,0.9439,671.062,2567.86,275.457
250,0.9357,789.244,2210.4,231.579
200,0.9204,960.207,1841.96,187.61
180,0.9132,1047.38,1688.49,169.89
160,0.9036,1167.7,1531.1,152.008
140,0.8914,1365.1,1369.84,134.082
120,0.8804,1744.03,1206.18,116.149
100,0.8656,2033.56,1035.34,98.069
90,0.8557,2232.92,950.806,89.145
80,0.8453,2456.14,865.954,80.313
70,0.8287,2746.18,777.969,71.287
60,0.8124,3109.66,689.667,62.274
55,0.7996,3341.67,643.781,57.592
50,0.7898,3592.36,599.642,53.034
45,0.7754,3897.23,555.863,48.572
40,0.7614,4234.07,511.283,44.109
35,0.7443,4670.88,465.987,39.545
30,0.7305,4967.86,439.135,36.803
25,0.7304,4910.28,439.132,36.747
20,0.7304,4979.44,439.129,36.689
15,0.7304,4965.86,439.128,36.632
10,0.7303,4969.11,439.127,36.587
