Loaded fvecs: 1000 vectors of dimension 512 from /root/work/data/filterbenchmark/LAION1M/LAION1M_query.fvecs
Loaded label sets: 1000
Loaded label sets: 1000448
Loaded fvecs: 1000448 vectors of dimension 512 from /root/work/data/filterbenchmark/LAION1M/LAION1M_base.fvecs
Rebuilding two-tier inverted index for 62066 labelsets...
Found 30 unique labels
Two-tier index configuration:
  Tier 1 (dense): 30 labels (freq >= 5515)
  Tier 2 (sparse): 0 labels
  Tier 1 memory: 0.000216812 GB
Building Tier 1 dense bitsets...
Building Tier 2 sparse index...
Two-tier index rebuilt successfully!
Loaded ground truth: 1000
Example: first query has 10
112236,410900,700554,879730,813630,797461,46841,990488,905235,644372,
ef,recall,qps,dist_comp,hops
3000,0.9972,104.461,14563.8,2294.97
2500,0.9964,120.709,12861.5,1955.25
2000,0.9958,145.353,11008.9,1607.2
1700,0.9949,166.213,9806.57,1389.88
1400,0.9937,194.959,8520.66,1166.02
1100,0.9905,238.136,7132.37,935.845
1000,0.9897,257.85,6638.84,857.673
900,0.9882,281.052,6129.99,778.6
800,0.9868,310.88,5604.4,697.78
700,0.984,333.272,5056.6,615.567
600,0.9813,349.906,4484.51,532.201
500,0.9768,408.434,3886.47,447.808
400,0.9688,495.649,3253.44,362.12
300,0.9587,634.449,2575.43,275.363
250,0.9502,746.545,2218.45,231.56
200,0.9386,909.876,1846.11,187.425
180,0.9333,993.137,1691.39,169.673
160,0.9262,1108.39,1533.7,151.752
140,0.9161,1244.51,1374.67,134.031
120,0.9031,1425.88,1208.49,115.979
100,0.8887,1663.27,1038.2,98.012
90,0.8798,1831.7,952.967,89.083
80,0.8703,2027.28,864.718,79.977
70,0.8578,2271.98,775.469,70.912
60,0.8409,2576.43,686.783,61.882
55,0.8325,2757.21,644.198,57.481
50,0.8224,2969.63,599.961,52.94
45,0.8061,3227,554.655,48.384
40,0.7905,3534.55,509.792,43.837
35,0.7726,3879.2,464.752,39.313
30,0.7597,4154.33,435.367,36.45
25,0.7596,4152.48,435.363,36.399
20,0.7593,4161.27,435.352,36.34
15,0.7592,4156.23,435.35,36.281
10,0.7591,4159.98,435.348,36.236
