Loaded fvecs: 1000 vectors of dimension 512 from /root/work/data/filterbenchmark/LAION1M/LAION1M_query.fvecs
Loaded label sets: 1000
Loaded label sets: 1000448
Loaded fvecs: 1000448 vectors of dimension 512 from /root/work/data/filterbenchmark/LAION1M/LAION1M_base.fvecs
Rebuilding two-tier inverted index for 62066 labelsets...
Found 30 unique labels
Two-tier index configuration:
  Tier 1 (dense): 30 labels (freq >= 5515)
  Tier 2 (sparse): 0 labels
  Tier 1 memory: 0.000216812 GB
Building Tier 1 dense bitsets...
Building Tier 2 sparse index...
Two-tier index rebuilt successfully!
Loaded ground truth: 1000
Example: first query has 10
112236,410900,700554,879730,813630,797461,46841,990488,905235,644372,
ef,recall,qps,dist_comp,hops
3000,0.9836,112.982,12771,2294.99
2500,0.9791,124.885,11211.5,1955.17
2000,0.9733,151.724,9534.07,1607.29
1700,0.9668,194.772,8454.37,1389.93
1400,0.9596,230.316,7307.79,1166.04
1100,0.9471,281.114,6080.48,935.948
1000,0.9417,305.242,5646.6,857.729
900,0.9352,334.115,5200.49,778.696
800,0.9267,369.212,4742.11,697.846
700,0.9178,413.998,4265.18,615.734
600,0.9078,428.192,3770.54,532.38
500,0.8932,490.138,3254.76,448.107
400,0.8735,597.369,2712.4,362.253
300,0.8475,766.765,2139.45,275.843
250,0.8312,905.936,1836.6,232.084
200,0.8096,1105.47,1523.33,187.982
180,0.7982,1205.74,1395.54,170.357
160,0.7848,1493.04,1263.96,152.591
140,0.7695,1749.52,1130.52,134.713
120,0.7519,1999.85,995.046,116.937
100,0.7299,2329.38,856.856,99.121
90,0.7165,2548.31,786.488,90.157
80,0.7041,2809.39,715.797,81.334
70,0.6846,3102.17,643.654,72.43
60,0.6658,3552.3,570.642,63.305
55,0.656,3792.31,535.473,58.838
50,0.6457,4080.66,499.703,54.243
45,0.6348,4394.38,463.84,49.802
40,0.6208,4770.81,428.836,45.335
35,0.6035,5264.97,391.52,40.601
30,0.5886,5616.44,368.641,37.725
25,0.5885,5618.42,368.634,37.672
20,0.5881,5623.98,368.622,37.614
15,0.5881,5617.08,368.621,37.559
10,0.5878,5609.48,368.616,37.519
