Loaded fvecs: 1000 vectors of dimension 512 from /root/work/data/filterbenchmark/LAION1M/LAION1M_query.fvecs
Loaded label sets: 1000
Loaded label sets: 1000448
Loaded fvecs: 1000448 vectors of dimension 512 from /root/work/data/filterbenchmark/LAION1M/LAION1M_base.fvecs
Rebuilding two-tier inverted index for 62066 labelsets...
Found 30 unique labels
Two-tier index configuration:
  Tier 1 (dense): 30 labels (freq >= 5515)
  Tier 2 (sparse): 0 labels
  Tier 1 memory: 0.000216812 GB
Building Tier 1 dense bitsets...
Building Tier 2 sparse index...
Two-tier index rebuilt successfully!
Loaded ground truth: 1000
Example: first query has 10
112236,410900,700554,879730,813630,797461,46841,990488,905235,644372,
ef,recall,qps,dist_comp,hops
3000,0.9969,100.824,14652.9,2295
2500,0.9964,117.948,12943.9,1955.25
2000,0.9957,146.982,11081.3,1607.16
1700,0.995,167.838,9873.8,1389.88
1400,0.9942,196.465,8580.83,1166.03
1100,0.9919,239.577,7184.83,935.845
1000,0.9914,259.553,6688.4,857.626
900,0.9894,283.484,6177.4,778.587
800,0.9886,313.198,5649.87,697.773
700,0.9871,350.621,5098.42,615.566
600,0.9835,400.983,4522,532.191
500,0.9799,468.547,3918.81,447.779
400,0.974,568.849,3280.09,362.078
300,0.9636,733.625,2596.59,275.301
250,0.9552,860.384,2237.15,231.526
200,0.9474,1048.08,1860.09,187.318
180,0.9426,1154.99,1704.17,169.533
160,0.9358,1279.92,1545.87,151.728
140,0.9255,1433.96,1384.26,133.844
120,0.9159,1639.46,1217.52,115.9
100,0.8995,1919.67,1047.32,97.986
90,0.8906,2112.4,958.355,88.839
80,0.8804,2336.9,870.6,79.849
70,0.8689,2614.02,780.64,70.766
60,0.8522,2963.78,692.096,61.778
55,0.8437,3175.45,648.491,57.354
50,0.8322,3430.6,603.623,52.798
45,0.8168,3737.61,555.605,47.987
40,0.8034,3767.54,510.584,43.476
35,0.7873,4019.31,465.079,38.978
30,0.7751,4295.66,438.075,36.263
25,0.775,4273.59,438.073,36.211
20,0.775,4269.53,438.071,36.156
15,0.7748,4279.37,438.065,36.093
10,0.7747,4267.6,438.064,36.047
