Loaded fvecs: 1000 vectors of dimension 512 from /root/work/data/filterbenchmark/LAION1M/LAION1M_query.fvecs
Loaded label sets: 1000
Loaded label sets: 1000448
Loaded fvecs: 1000448 vectors of dimension 512 from /root/work/data/filterbenchmark/LAION1M/LAION1M_base.fvecs
Rebuilding two-tier inverted index for 62066 labelsets...
Found 30 unique labels
Two-tier index configuration:
  Tier 1 (dense): 30 labels (freq >= 5515)
  Tier 2 (sparse): 0 labels
  Tier 1 memory: 0.000216812 GB
Building Tier 1 dense bitsets...
Building Tier 2 sparse index...
Two-tier index rebuilt successfully!
Loaded ground truth: 1000
Example: first query has 10
387223,256019,153229,216997,177328,974198,359903,768297,308241,435667,
ef,recall,qps,dist_comp,hops
3000,0.9967,54.456,38045,3000.55
2500,0.9959,63.4646,32374.6,2500.61
2000,0.995,81.973,26509.5,2000.43
1700,0.9939,95.9106,22909.8,1701.28
1400,0.9932,115.91,19202.3,1401.02
1100,0.9923,146.409,15392,1101
1000,0.9917,160.867,14097.2,1001.14
900,0.9905,178.407,12789.1,901.257
800,0.9898,199.999,11467.4,801.474
700,0.9885,228.411,10129.3,701.634
600,0.987,265.823,8779.26,602.269
500,0.9843,318.113,7401.14,502.311
400,0.9812,396.554,6007.64,402.853
300,0.9774,523.469,4595.82,303.838
250,0.9748,627.163,3877.62,254.28
200,0.9702,775.571,3156.69,205.08
180,0.9677,856.164,2864.62,185.407
160,0.9632,956.249,2569.14,165.576
140,0.9584,1082.74,2274.87,146.001
120,0.9557,1248.63,1980.86,126.539
100,0.9483,1479.01,1681.44,106.836
90,0.9442,1625.55,1533.26,97.165
80,0.9377,1801.82,1383.24,87.438
70,0.9285,2028.12,1231.02,77.595
60,0.9189,2299.4,1084.68,68.047
55,0.9125,2487.97,1011.63,63.193
50,0.9065,2682.29,938.321,58.336
45,0.8964,2924.83,864.725,53.488
40,0.8833,3208.52,788.548,48.496
35,0.8703,3554.86,713.988,43.634
30,0.8597,3778.5,668.904,40.689
25,0.8597,3799.02,668.904,40.689
20,0.8597,3792.15,668.904,40.689
15,0.8597,3795.72,668.904,40.689
10,0.8597,3805.09,668.904,40.689
