Loaded fvecs: 1000 vectors of dimension 512 from /root/work/data/filterbenchmark/LAION1M/LAION1M_query.fvecs
Loaded label sets: 1000
Loaded label sets: 1000448
Loaded fvecs: 1000448 vectors of dimension 512 from /root/work/data/filterbenchmark/LAION1M/LAION1M_base.fvecs
Rebuilding two-tier inverted index for 62066 labelsets...
Found 30 unique labels
Two-tier index configuration:
  Tier 1 (dense): 30 labels (freq >= 5515)
  Tier 2 (sparse): 0 labels
  Tier 1 memory: 0.000216812 GB
Building Tier 1 dense bitsets...
Building Tier 2 sparse index...
Two-tier index rebuilt successfully!
Loaded ground truth: 1000
Example: first query has 10
112236,410900,700554,879730,813630,797461,46841,990488,905235,644372,
ef,recall,qps,dist_comp,hops
3000,0.9957,109.297,14571.1,2294.99
2500,0.9952,126.334,12868.1,1955.28
2000,0.9943,143.149,11017.6,1607.21
1700,0.9929,152.69,9815.32,1389.89
1400,0.9919,178.685,8528.23,1166
1100,0.9896,217.793,7137.28,935.832
1000,0.9882,236.185,6645.94,857.669
900,0.9858,263.928,6136.35,778.623
800,0.984,321.743,5611.13,697.769
700,0.9802,360.648,5064.01,615.649
600,0.9769,385.945,4490.11,532.217
500,0.9712,434.833,3891.31,447.797
400,0.9615,528.944,3256.52,362.111
300,0.9508,677.371,2576.34,275.354
250,0.9403,795.072,2218.96,231.538
200,0.9263,970.424,1846.83,187.48
180,0.921,1079.05,1693.42,169.822
160,0.9134,1313.11,1534.62,151.894
140,0.9039,1478.05,1375.96,134.159
120,0.8911,1680.72,1209.18,116.115
100,0.8763,1971.62,1039.94,98.151
90,0.865,2158.37,953.07,89.131
80,0.8522,2389.93,867.075,80.237
70,0.8375,2673.13,781.212,71.4
60,0.815,3024.83,689.961,62.18
55,0.8057,3242.21,645.785,57.636
50,0.7927,3479.11,603.028,53.213
45,0.7782,3777.92,557.998,48.651
40,0.7618,4110.6,513.636,44.156
35,0.7384,4175.77,466.427,39.454
30,0.7236,4428.52,438.741,36.625
25,0.7235,4403.57,438.736,36.566
20,0.7235,4460.09,438.735,36.51
15,0.7233,4433.89,438.728,36.447
10,0.7231,4446.01,438.724,36.401
