Loaded fvecs: 1000 vectors of dimension 512 from /root/work/data/filterbenchmark/LAION1M/LAION1M_query.fvecs
Loaded label sets: 1000
Loaded label sets: 1000448
Loaded fvecs: 1000448 vectors of dimension 512 from /root/work/data/filterbenchmark/LAION1M/LAION1M_base.fvecs
Rebuilding two-tier inverted index for 62066 labelsets...
Found 30 unique labels
Two-tier index configuration:
  Tier 1 (dense): 30 labels (freq >= 5515)
  Tier 2 (sparse): 0 labels
  Tier 1 memory: 0.000216812 GB
Building Tier 1 dense bitsets...
Building Tier 2 sparse index...
Two-tier index rebuilt successfully!
Loaded ground truth: 1000
Example: first query has 10
436495,809376,314848,539868,195130,364374,79053,281421,376137,704064,
ef,recall,qps,dist_comp,hops
3000,0.9997,525.551,3690.9,1624.45
2500,0.9995,598.455,3348.92,1424.05
2000,0.9995,690.868,2966.83,1202.7
1700,0.9995,771.753,2710.85,1057.12
1400,0.9997,877.534,2427.36,904.022
1100,0.9995,1035.61,2110.66,741.74
1000,0.9994,1111.08,1995.18,685.506
900,0.9995,1192.53,1873.73,628.137
800,0.9993,1295.94,1745.7,568.587
700,0.9992,1418.32,1610.22,507.613
600,0.999,1590.16,1465.24,445.589
500,0.999,1821.61,1307.43,380.986
400,0.9987,2138.71,1135.27,314.535
300,0.9986,2638.22,944.084,244.53
250,0.9982,3015.35,838.544,208.588
200,0.9978,3544.75,724.234,171.711
180,0.9975,3799.32,675.644,156.567
160,0.9973,4168.27,624.538,141.112
140,0.9963,4595.42,572.294,125.526
120,0.9952,5157.28,516.362,109.564
100,0.9947,5878.55,457.272,93.224
90,0.9935,6335.61,427.318,84.913
80,0.9918,6873.84,395.92,76.442
70,0.99,7548.05,362.788,67.84
60,0.988,8425.61,328.508,59.137
55,0.9866,8931.31,311.046,54.805
50,0.9841,9538.67,292.412,50.354
45,0.9815,10242.3,273.479,45.898
40,0.9786,11025.8,254.284,41.46
35,0.9746,12077.7,234.413,36.999
30,0.9699,13336.5,213.711,32.526
25,0.9591,14943.3,191.295,27.946
20,0.9423,17100.7,168.481,23.398
15,0.9194,20255.8,144.027,18.786
10,0.8748,25290.7,117.906,14.185
