Loaded fvecs: 1000 vectors of dimension 512 from /root/work/data/filterbenchmark/LAION1M/LAION1M_query.fvecs
Loaded label sets: 1000
Loaded label sets: 1000448
Loaded fvecs: 1000448 vectors of dimension 512 from /root/work/data/filterbenchmark/LAION1M/LAION1M_base.fvecs
Rebuilding two-tier inverted index for 62066 labelsets...
Found 30 unique labels
Two-tier index configuration:
  Tier 1 (dense): 30 labels (freq >= 5515)
  Tier 2 (sparse): 0 labels
  Tier 1 memory: 0.000216812 GB
Building Tier 1 dense bitsets...
Building Tier 2 sparse index...
Two-tier index rebuilt successfully!
Loaded ground truth: 1000
Example: first query has 10
387223,256019,153229,216997,177328,974198,359903,768297,308241,435667,
ef,recall,qps,dist_comp,hops
3000,0.9956,47.8252,37908.4,3000.39
2500,0.9953,56.795,32264.6,2500.61
2000,0.9948,70.3453,26425.7,2000.47
1700,0.9938,82.2264,22838,1701.22
1400,0.9927,99.2034,19144.4,1401.02
1100,0.9916,125.506,15348.3,1101.01
1000,0.9913,137.862,14058.4,1001.16
900,0.9902,152.897,12755.4,901.293
800,0.9898,171.776,11440.7,801.575
700,0.9879,196.035,10106.7,701.683
600,0.9865,227.678,8760.28,602.341
500,0.9839,272.624,7386.13,502.379
400,0.981,339.394,5993.86,402.762
300,0.978,449.088,4585.93,303.74
250,0.9736,534.311,3870.27,254.274
200,0.9692,661.067,3150.11,205.039
180,0.9671,730.827,2856.72,185.237
160,0.9625,816.777,2565.94,165.658
140,0.9585,923.304,2272.22,146.062
120,0.9544,1066.56,1979.78,126.649
100,0.9465,1261.22,1681.55,107.011
90,0.9413,1385.35,1531.91,97.216
80,0.9356,1532.84,1381.57,87.448
70,0.9275,1732.01,1233.62,77.877
60,0.9178,1970.19,1086.57,68.257
55,0.9124,2118.62,1012.51,63.33
50,0.9057,2292.01,939.328,58.469
45,0.8963,2496.1,865.495,53.6
40,0.8876,2731.43,792.88,48.829
35,0.8727,2999.36,718.07,43.933
30,0.8626,3242.38,671.945,40.926
25,0.8626,3246.05,671.945,40.926
20,0.8626,3246.38,671.945,40.926
15,0.8626,3246.11,671.945,40.926
10,0.8626,3242.73,671.945,40.926
