Loaded fvecs: 1000 vectors of dimension 512 from /root/work/data/filterbenchmark/LAION1M/LAION1M_query.fvecs
Loaded label sets: 1000
Loaded label sets: 1000448
Loaded fvecs: 1000448 vectors of dimension 512 from /root/work/data/filterbenchmark/LAION1M/LAION1M_base.fvecs
Rebuilding two-tier inverted index for 62066 labelsets...
Found 30 unique labels
Two-tier index configuration:
  Tier 1 (dense): 30 labels (freq >= 5515)
  Tier 2 (sparse): 0 labels
  Tier 1 memory: 0.000216812 GB
Building Tier 1 dense bitsets...
Building Tier 2 sparse index...
Two-tier index rebuilt successfully!
Loaded ground truth: 1000
Example: first query has 10
436495,809376,314848,539868,195130,364374,79053,281421,376137,704064,
ef,recall,qps,dist_comp,hops
3000,0.9997,463.894,3690.27,1624.45
2500,0.9997,521.044,3348.27,1424.04
2000,0.9996,602.226,2966.19,1202.7
1700,0.9995,669.785,2710.28,1057.12
1400,0.9995,764.204,2426.81,904.027
1100,0.9994,897.348,2110.27,741.77
1000,0.9994,959.545,1994.66,685.494
900,0.9995,1032.22,1873.35,628.123
800,0.9994,1121.88,1745.43,568.581
700,0.9995,1229.53,1610.04,507.616
600,0.9992,1371.45,1464.94,445.592
500,0.9991,1563.01,1307.33,380.996
400,0.9989,1834.56,1135.23,314.539
300,0.9985,2254.57,944.068,244.538
250,0.9982,2565,838.501,208.589
200,0.9979,3023.46,724.227,171.713
180,0.9978,3284.27,675.499,156.567
160,0.9976,3579.41,624.535,141.125
140,0.9961,3924.39,572.078,125.52
120,0.9952,4394.96,516.424,109.584
100,0.9947,5008.2,457.4,93.244
90,0.9936,5396.84,427.522,84.942
80,0.9918,5863.16,396.068,76.471
70,0.99,6424.04,362.898,67.867
60,0.9882,7161.28,328.604,59.158
55,0.9868,7596.11,311.087,54.822
50,0.984,8093.57,292.606,50.382
45,0.9818,8703.98,273.722,45.929
40,0.9786,9420.28,254.456,41.492
35,0.9745,10272.3,234.513,37.014
30,0.9698,11333.6,213.833,32.544
25,0.9595,12632.9,191.459,27.968
20,0.9427,14363.2,168.809,23.44
15,0.9192,17055.2,144.235,18.813
10,0.8738,21184.3,117.959,14.195
