Loaded fvecs: 200 vectors of dimension 192 from ./quantile_partitions/yfcc_equality/yfcc_equality_Q4_query.fvecs
Loaded label sets: 200
Loaded label sets: 1000000
Loaded fvecs: 1000000 vectors of dimension 192 from /root/work/data/filterbenchmark/yfcc/yfcc_base.fvecs
Rebuilding two-tier inverted index for 636322 labelsets...
Found 65521 unique labels
Two-tier index configuration:
  Tier 1 (dense): 1318 labels (freq >= 685)
  Tier 2 (sparse): 64203 labels
  Tier 1 memory: 0.0976389 GB
Building Tier 1 dense bitsets...
Building Tier 2 sparse index...
Two-tier index rebuilt successfully!
Loaded ground truth: 200
Example: first query has 10
704054,233979,327752,943751,566775,35468,678251,576166,254139,269674,
ef,recall,qps,dist_comp,hops
1700,0.9975,2352.54,1110.14,1110.14
1400,0.9975,2373.81,1110.14,1110.14
1100,0.9985,2438.26,1104.87,1043.62
1000,0.998,2507.56,1098.58,984.22
900,0.9985,2624.85,1087.59,898.845
800,0.999,2809.19,1069.47,800.13
700,0.998,3024.5,1043.08,700.155
600,0.999,3335.71,1006.22,600.175
500,0.998,3716.57,955.795,500.315
400,0.9965,4323.81,888.605,400.42
300,0.997,5189.92,794.805,300.63
250,0.9965,5911.34,731.81,250.985
200,0.9975,6928.71,656.51,201.065
180,0.997,7475.6,621.805,181.095
160,0.9985,8008.83,583.3,161.35
140,0.997,8789.79,540.49,141.23
120,0.997,9874.04,493.75,121.38
100,0.996,11275.1,442.165,101.58
90,0.9945,12166.7,414.97,91.85
80,0.996,12952.4,386.295,82.095
70,0.993,14301.3,353.67,72.08
60,0.9865,15912.7,321.415,62.16
55,0.987,17073.9,304.325,57.325
50,0.9875,18213.8,286.09,52.405
45,0.985,19451.2,268.03,47.525
40,0.98,21289.1,248.565,42.565
35,0.9765,23370.3,227.9,37.66
30,0.9735,25656.4,206.765,32.87
25,0.9535,28514.8,185.245,27.965
20,0.942,32506,161.695,23.225
15,0.9195,38425,137.855,18.535
10,0.8725,46778.7,111.585,13.93
