Loaded fvecs: 1000 vectors of dimension 128 from /root/work/data/filterbenchmark/ytb_audio/ytb_audio_query_and.fvecs
Loaded label sets: 1000
Loaded label sets: 5000000
Loaded fvecs: 5000000 vectors of dimension 128 from /root/work/data/filterbenchmark/ytb_audio/ytb_audio_base.fvecs
Rebuilding two-tier inverted index for 498335 labelsets...
Found 3862 unique labels
Two-tier index configuration:
  Tier 1 (dense): 1683 labels (freq >= 202)
  Tier 2 (sparse): 2179 labels
  Tier 1 memory: 0.0976437 GB
Building Tier 1 dense bitsets...
Building Tier 2 sparse index...
Two-tier index rebuilt successfully!
Loaded ground truth: 1000
Example: first query has 10
714191,1479182,825720,1726770,218575,3618129,1244426,345959,4265657,3328714,
ef,recall,qps,dist_comp,hops
1700,0.975,1209.02,2338.04,1025.83
1400,0.9728,1380.68,2101.9,877.402
1100,0.9716,1652.7,1837.21,720.674
1000,0.9703,1770.46,1738.86,666.178
900,0.9692,1915.96,1634.74,610.528
800,0.968,2093.31,1524.08,554.071
700,0.9667,2304.42,1405.31,495.632
600,0.9639,2580.33,1278.1,435.038
500,0.9613,2964.15,1141.79,372.717
400,0.9545,3490.1,995.432,308.024
300,0.9464,4282.4,835.857,240.757
250,0.9407,4885.89,747.476,206.097
200,0.9359,5639.72,655.903,170.819
180,0.9319,6111.3,617.323,156.333
160,0.9264,6612.99,576.556,141.535
140,0.9064,7446.61,517.863,125.235
120,0.895,8273.97,471.362,109.613
100,0.8854,9395.16,422.88,93.729
90,0.8764,10109.5,395.772,85.34
80,0.8708,10900.7,368.942,77.174
70,0.862,11893.1,341.13,68.876
60,0.8529,13192.6,311.563,60.351
55,0.8481,13985.4,296.855,56.195
50,0.8412,14865.2,280.48,51.804
45,0.8353,15887.1,264.373,47.5
40,0.8279,16989.4,248.211,43.23
35,0.8165,17164.4,229.622,38.685
30,0.8024,20351.5,210.307,34.123
25,0.7851,22690,189.893,29.411
20,0.7576,25357,167.669,24.581
15,0.7225,30049.3,143.065,19.688
10,0.6701,37801.3,115.462,14.579
