efSearch,recall@10,QPS,QPS_with_filter,dist_comps_per_query
1700,0.0225,19445.1,99.3588,6.25
1400,0.0225,29516.6,99.5324,6.25
1100,0.0225,48785.2,99.6651,6.25
1000,0.0225,56488.9,99.6929,6.25
900,0.0225,58723.2,99.6996,6.25
800,0.0225,60963.7,99.7058,6.25
700,0.0225,62023,99.7086,6.25
600,0.0225,60963.7,99.7058,6.25
500,0.0225,63382,99.712,6.25
400,0.0225,60699,99.7051,6.25
300,0.0225,62114.8,99.7088,6.25
250,0.0225,63791.7,99.713,6.25
200,0.0225,61342.7,99.7068,6.25
180,0.0225,62508.3,99.7098,6.25
160,0.0225,61545.2,99.7073,6.25
140,0.0225,63382,99.712,6.25
120,0.0225,63694.8,99.7128,6.25
100,0.0225,62023,99.7086,6.25
90,0.0225,62789,99.7105,6.25
80,0.0225,66234.6,99.7188,6.25
70,0.0225,68730.9,99.7242,6.15
60,0.0225,74367.1,99.7352,6.025
55,0.0225,76924.4,99.7396,5.95
50,0.0225,81167,99.7464,5.775
45,0.0225,43106.9,99.6383,5.675
40,0.0225,80466.3,99.7453,5.575
35,0.0225,86391.4,99.7538,5.525
30,0.0225,89288,99.7576,5.3
25,0.0225,95705.7,99.765,5.1
20,0.02,99039.1,99.7685,4.95
15,0.02,107203,99.7762,4.5
10,0.02,112978,99.7809,4.225
