efSearch,recall@10,QPS,QPS_with_filter,dist_comps_per_query
1700,0.3425,213.198,62.4827,1739.45
1400,0.3375,261.711,66.0722,1636.25
1100,0.335,331.277,69.7711,1510.92
1000,0.335,362.322,71.0534,1459.58
900,0.3325,394.478,72.2076,1399.67
800,0.3325,436.71,73.5089,1335.53
700,0.3325,491.944,74.9249,1259.4
600,0.3325,563.61,76.4045,1159.85
500,0.33,658.783,77.9308,1035.05
400,0.33,796.416,79.5572,897.7
300,0.3175,1018.61,81.3294,723.35
250,0.3125,1192.57,82.2878,607.375
200,0.3075,1370.65,83.0321,461.05
180,0.3075,1653.17,83.9007,389.05
160,0.3075,1860.48,84.3779,327.625
140,0.3,2103.59,84.8225,266.9
120,0.3,2441.85,85.2989,216.6
100,0.3,2964.28,85.8273,198.35
90,0.2925,3318.67,86.0935,189.45
80,0.29,3692.74,86.3204,182.575
70,0.2825,4119.53,86.5299,175.975
60,0.2825,4695.82,86.7535,168.25
55,0.2825,5093.73,86.8789,163.85
50,0.2725,5599.87,87.0131,159.05
45,0.265,6159.49,87.1361,153.575
40,0.2575,6866.9,87.2633,147.375
35,0.25,7770.11,87.3923,141.55
30,0.2425,8783.42,87.5059,134.875
25,0.2325,10253.8,87.6311,126.85
20,0.2175,12472.8,87.7645,116.25
15,0.2025,14864.2,87.864,104.85
10,0.165,20802.5,88.0125,89.675
