efSearch,recall@10,QPS,QPS_with_filter,dist_comps_per_query
1700,0.03,11448.1,91.5698,11.65
1400,0.03,15431.6,91.7593,11.65
1100,0.03,24969.8,91.9682,11.65
1000,0.03,31471,92.0382,11.65
900,0.03,33387.5,92.0537,11.65
800,0.03,36591.5,92.0759,11.65
700,0.03,37142.4,92.0793,11.65
600,0.03,36897.3,92.0778,11.65
500,0.03,36599.5,92.076,11.65
400,0.03,37415.7,92.081,11.65
300,0.03,37315.9,92.0804,11.6
250,0.0275,40368.7,92.0976,11.4
200,0.0275,44150.6,92.1156,10.95
180,0.0275,46142,92.1239,10.825
160,0.0275,46837.6,92.1266,10.65
140,0.0275,51150,92.1419,10.45
120,0.0275,52428.8,92.146,10.225
100,0.0275,56036.1,92.1564,10.025
90,0.0275,57143.1,92.1593,9.95
80,0.0275,59535.9,92.1653,9.55
70,0.0275,62392,92.1718,9.3
60,0.0275,64602.3,92.1765,8.975
55,0.0275,65896.4,92.1791,8.675
50,0.025,67351.3,92.1818,8.375
45,0.025,69298.7,92.1854,8
40,0.025,70939.6,92.1882,7.825
35,0.025,73810.9,92.1929,7.4
30,0.025,76783.6,92.1973,7.3
25,0.025,38612.7,92.088,6.75
20,0.025,76364.2,92.1967,6.625
15,0.025,79701.7,92.2014,5.95
10,0.025,87884.8,92.2113,5.55
