efSearch,recall@10,QPS,QPS_with_filter,dist_comps_per_query
1700,0.195,1008.31,83.2173,260.875
1400,0.195,1052.07,83.504,260.875
1100,0.195,1074.77,83.6442,260.05
1000,0.195,1111.66,83.8608,257.925
900,0.195,1161.44,84.1328,254.5
800,0.195,1237.31,84.5081,249.75
700,0.195,1331.11,84.9168,242.275
600,0.195,1446.14,85.3499,234.65
500,0.195,1611.86,85.871,223.3
400,0.195,1815.3,86.3868,211.075
300,0.195,2162.29,87.0515,190.025
250,0.195,2442.74,87.4558,176.275
200,0.195,2814.73,87.8715,161.05
180,0.1925,3158.06,88.1708,154.05
160,0.19,3590.01,88.468,143.675
140,0.1875,4052.27,88.7174,132.85
120,0.1875,4508.55,88.9144,122.75
100,0.1875,4809.43,89.0242,109.225
90,0.1875,5753.7,89.2955,101.9
80,0.1875,6444.35,89.4442,95.75
70,0.1875,7272.62,89.5858,87.35
60,0.1875,8534.11,89.7493,77.425
55,0.1875,9546.61,89.8495,72.575
50,0.1825,10982.7,89.9602,65.05
45,0.1825,12095.2,90.028,58.75
40,0.1825,13503.9,90.098,52.525
35,0.18,14853.7,90.1526,50.85
30,0.1775,16856.4,90.2177,49.075
25,0.1625,19306.3,90.279,46.575
20,0.14,22714.9,90.3424,43.725
15,0.1125,27526.2,90.4052,40.1
10,0.09,35620.4,90.4728,34.975
