efSearch,recall@10,QPS,QPS_with_filter,dist_comps_per_query
1700,0.7845,51.8408,9.05925,10279.1
1400,0.7685,64.0686,9.37182,8873.83
1100,0.7485,82.8717,9.69354,7345.7
1000,0.7415,91.3807,9.80029,6812.62
900,0.7265,101.657,9.9077,6260.02
800,0.717,109.791,9.97976,5683.65
700,0.704,116.544,10.0326,5101.26
600,0.6865,144.475,10.2024,4496.27
500,0.6645,179.872,10.3462,3860.92
400,0.6405,226.211,10.4695,3207.45
300,0.5975,294.068,10.5825,2518.93
250,0.5715,353.251,10.6467,2156.99
200,0.543,442.794,10.712,1792.61
180,0.531,479.108,10.7317,1641.73
160,0.521,516.515,10.7491,1490.67
140,0.5025,600.678,10.7806,1341.63
120,0.478,721.514,10.8131,1182.72
100,0.449,776.488,10.8246,1021.61
90,0.4325,915.449,10.8475,936.7
80,0.4135,1008.97,10.8594,851.045
70,0.382,1089.09,10.8681,763.02
60,0.3465,1256.54,10.8825,673.055
55,0.331,1406.92,10.8926,628.335
50,0.3125,1610.14,10.9033,581.04
45,0.292,1763.65,10.9097,534.35
40,0.2645,1927.56,10.9154,485.31
35,0.247,2229.41,10.9238,435.74
30,0.2185,2494.67,10.9295,384.745
25,0.189,2393.78,10.9275,332.435
20,0.1475,3191.53,10.94,277.735
15,0.118,4497.91,10.9509,220.835
10,0.078,6488.66,10.9591,161.695
