efSearch,recall@10,QPS,QPS_with_filter,dist_comps_per_query
1700,0,22899,9.78865,0.005
1400,0,31989.5,9.78984,0.005
1100,0,36199.9,9.79019,0.005
1000,0,38116.2,9.79032,0.005
900,0,38284.9,9.79034,0.005
800,0,40559.9,9.79048,0.005
700,0,39555.8,9.79042,0.005
600,0,41219.6,9.79051,0.005
500,0,39107.7,9.79039,0.005
400,0,41313,9.79052,0.005
300,0,40289.2,9.79046,0.005
250,0,41668,9.79054,0.005
200,0,40468,9.79047,0.005
180,0,41068.3,9.79051,0.005
160,0,38632.3,9.79036,0.005
140,0,42362.4,9.79058,0.005
120,0,38917.2,9.79038,0.005
100,0,41909.5,9.79055,0.005
90,0,40016.3,9.79044,0.005
80,0,43067.1,9.79061,0.005
70,0,39705.6,9.79043,0.005
60,0,43421.5,9.79063,0.005
55,0,40759,9.79049,0.005
50,0,42319.7,9.79057,0.005
45,0,37608.6,9.79029,0.005
40,0,42407.4,9.79058,0.005
35,0,34679.4,9.79008,0.005
30,0,34879.9,9.79009,0.005
25,0,37757.6,9.7903,0.005
20,0,37395.7,9.79028,0.005
15,0,34341.5,9.79005,0.005
10,0,35392,9.79013,0.005
