efSearch,recall@10,QPS,QPS_with_filter,dist_comps_per_query
1700,0.1625,302.357,9.22492,369.535
1400,0.1625,354.942,9.2668,358.23
1100,0.161,379.089,9.28224,335.11
1000,0.16,425.961,9.30732,324.28
900,0.159,453.444,9.31966,313.02
800,0.1585,529.799,9.34735,298.955
700,0.156,569.522,9.35886,282.92
600,0.152,564.157,9.3574,264.415
500,0.146,788.771,9.40181,242.89
400,0.1365,970.558,9.42285,215.745
300,0.1225,1231.88,9.44229,185.08
250,0.1165,1516.61,9.4559,166.1
200,0.105,1760.58,9.46408,144.915
180,0.1025,2057.93,9.47143,136.285
160,0.0975,2088.03,9.47206,126.25
140,0.093,2345.35,9.47678,116.025
120,0.0885,2854.49,9.48361,104.345
100,0.078,2469.81,9.47871,91
90,0.0735,3338.9,9.48819,84.365
80,0.07,3778.29,9.49132,77.865
70,0.0665,3334.38,9.48815,71.06
60,0.0615,4391.76,9.49465,63.93
55,0.058,5523.95,9.49886,59.425
50,0.055,5885.83,9.49987,55.64
45,0.0515,6469.35,9.50125,52.035
40,0.0495,7129.59,9.50254,47.685
35,0.0465,7878.4,9.50375,43.125
30,0.043,8898.77,9.50506,38.38
25,0.0375,10280.7,9.50643,33.655
20,0.0345,11660.4,9.50747,28.72
15,0.026,14180.5,9.50884,23.205
10,0.0225,17855.7,9.51016,17.515
