efSearch,recall@10,QPS,QPS_with_filter,dist_comps_per_query
1700,0.035,604.036,5.01265,267.185
1400,0.0345,756.585,5.02105,226.22
1100,0.0315,961.678,5.02816,183.2
1000,0.0315,1062.83,5.03067,168.63
900,0.0305,1181.57,5.03306,153.645
800,0.026,1352.34,5.03577,136.955
700,0.026,1545.4,5.03811,120.96
600,0.0255,1830.14,5.04067,103.7
500,0.021,2220,5.04311,86.84
400,0.01,2807.3,5.04551,68.195
300,0.0085,3594.74,5.0475,55.135
250,0.0075,4141.99,5.04843,48.95
200,0.0075,4920.29,5.04941,42.79
180,0.0075,5325.8,5.0498,40.06
160,0.0075,5801.81,5.05019,37.3
140,0.0075,6361.9,5.05058,34.515
120,0.0075,7126.87,5.05101,31.38
100,0.0075,8152.99,5.05146,27.81
90,0.006,8779.19,5.05168,26.005
80,0.006,9520.61,5.05191,24.115
70,0.005,10251.1,5.0521,22.08
60,0.0045,11284.9,5.05233,20.03
55,0.0045,11947.4,5.05246,19.13
50,0.0045,12709.6,5.05258,18.04
45,0.004,13518.9,5.0527,17.08
40,0.003,14434,5.05282,15.88
35,0.003,15574,5.05295,14.685
30,0.003,16956.3,5.05309,13.345
25,0.0025,18440.1,5.05321,12.22
20,0.0025,20318.8,5.05334,10.89
15,0.0015,22698.9,5.05347,9.58
10,0.0015,26150.7,5.05362,8.325
