efSearch,recall@10,QPS,QPS_with_filter,dist_comps_per_query
1700,0.882,87.1322,3.88056,14241.6
1400,0.8765,108.705,3.91516,12194.5
1100,0.8665,142.976,3.94926,10075.5
1000,0.859,157.824,3.95954,9346.09
900,0.853,172.465,3.968,8598.24
800,0.843,196.632,3.97925,7843.84
700,0.8385,229.814,3.99091,7082.91
600,0.826,268.137,4.00084,6299.11
500,0.817,317.413,4.01013,5494.98
400,0.8045,380.969,4.0186,4652.23
300,0.79,528.845,4.03049,3760.78
250,0.7685,631.395,4.03548,3288.57
200,0.7415,779.356,4.04038,2797.41
180,0.738,861.902,4.04239,2594.74
160,0.736,897.211,4.04314,2382.86
140,0.7315,1081.57,4.04625,2168.36
120,0.7195,1258.49,4.04837,1943.55
100,0.6915,1490.5,4.0504,1706.01
90,0.682,1635.08,4.05138,1581.44
80,0.6625,1825.32,4.05242,1453.35
70,0.6365,2057.46,4.05344,1322.11
60,0.5935,2361.56,4.05447,1182.6
55,0.576,2569.77,4.05503,1110.67
50,0.562,2810.64,4.05558,1035.2
45,0.5415,2601.69,4.05511,961.33
40,0.5185,3379.46,4.05656,883.73
35,0.475,3909.84,4.05723,801.61
30,0.4365,4488.84,4.05777,717.385
25,0.3745,5315.91,4.05834,629.335
20,0.315,6606.97,4.05894,534.555
15,0.242,8587.05,4.05952,435.49
10,0.165,12416.2,4.06011,330.855
