efSearch,recall@10,QPS,QPS_with_filter,dist_comps_per_query
1700,0.6685,72.2572,4.05986,3969.68
1400,0.6255,92.8274,4.11105,3361.89
1100,0.558,119.771,4.15242,2766.03
1000,0.526,132.231,4.16603,2572.74
900,0.5005,148.238,4.18025,2376.4
800,0.483,173.894,4.19771,2175.24
700,0.4595,200.4,4.21116,1970.58
600,0.4395,233.021,4.22358,1760.17
500,0.422,278.314,4.23608,1540.33
400,0.402,342.561,4.24821,1315.79
300,0.386,447.425,4.26059,1077.56
250,0.3745,526.231,4.26667,948.425
200,0.3655,643.463,4.27299,809.055
180,0.3625,709.388,4.27562,749.875
160,0.353,786.785,4.27816,689.915
140,0.3475,886.938,4.28079,625.45
120,0.341,1018.03,4.28345,558.68
100,0.3325,1193.72,4.28611,488.54
90,0.3265,1309.37,4.28746,452.01
80,0.318,1449.07,4.28882,414.15
70,0.308,1633.63,4.29025,374.71
60,0.294,1857.15,4.29161,334.73
55,0.2805,2014.51,4.29238,313.645
50,0.2715,2193.82,4.29313,291.295
45,0.261,2382.32,4.2938,269.225
40,0.245,2655.51,4.29459,245.855
35,0.2335,2976.82,4.29534,222.75
30,0.211,3376.49,4.29608,199.39
25,0.193,3608.69,4.29643,174.835
20,0.1615,4694.4,4.29761,150.15
15,0.1165,6089.2,4.29851,124.975
10,0.0705,8410.05,4.29935,97.485
