L,Cmps,QPS,Recall
1700,210,8695.65,99.3
1400,210,9090.91,99.3
1100,210,9090.91,99.3
1000,210,9090.91,99.3
900,210,9090.91,99.3
800,210,9090.91,99.3
700,210,9090.91,99.3
600,210,9090.91,99.3
500,210,9090.91,99.3
400,210,9090.91,99.3
300,210,9090.91,99.3
250,210,9523.81,99.3
200,209,10000,99.3
180,208,10526.3,99.3
160,207,11111.1,99.3
140,206,11111.1,99.3
120,204,11764.7,99.3
100,200,12500,99.3
90,198,13333.3,99.3
80,195,13333.3,99.3
70,192,14285.7,99.3
60,188,14285.7,99.3
55,186,15384.6,99.3
50,183,15384.6,99.3
45,179,15384.6,99.3
40,175,16666.7,99.3
35,170,18181.8,99.3
30,164,18181.8,99.3
25,157,20000,99.3
20,147,22222.2,99.3
15,135,25000,99.3
10,118,28571.4,98.85
