efSearch,recall@10,QPS,QPS_with_filter,dist_comps_per_query
1700,0.948,45.959,3.48333,20996.8
1400,0.9425,55.8936,3.5309,17710
1100,0.928,73.4826,3.58511,14348.5
1000,0.924,80.4875,3.60039,13188.3
900,0.922,88.5365,3.61509,12021
800,0.9205,99.2762,3.63113,10843.2
700,0.9145,116.251,3.65063,9635.67
600,0.9065,133.733,3.66568,8405.23
500,0.8995,160.006,3.68225,7168.44
400,0.875,196.632,3.6981,5889.35
300,0.86,262.748,3.71569,4580.83
250,0.8385,305.314,3.72303,3909.74
200,0.8195,401.546,3.73394,3216.44
180,0.8035,429.391,3.73619,2935.18
160,0.79,478.783,3.73955,2645.28
140,0.781,537.087,3.74272,2355.57
120,0.7675,641.756,3.74698,2067.55
100,0.747,751.696,3.75019,1771.13
90,0.7325,828.312,3.75192,1622.91
80,0.7135,923.37,3.75367,1472.3
70,0.689,1036.8,3.75534,1319.46
60,0.6615,1105.58,3.75618,1165.01
55,0.642,1338.55,3.75841,1087.91
50,0.626,1461.4,3.75929,1010.23
45,0.5975,1604.71,3.76016,932.255
40,0.5605,1778.38,3.76102,852.28
35,0.5235,1835.8,3.76127,770.785
30,0.487,2239.09,3.76266,687.61
25,0.433,2632.13,3.7636,602.22
20,0.3825,2927.79,3.76414,514.96
15,0.289,3592.98,3.76504,423.27
10,0.1865,5483.22,3.7664,324.19
