efSearch,recall@10,QPS,QPS_with_filter,dist_comps_per_query
1700,0.8905,47.2177,3.71606,18490.8
1400,0.881,53.2811,3.74964,15679.6
1100,0.863,71.8554,3.81912,12758
1000,0.8555,81.0777,3.84234,11760.7
900,0.848,89.7443,3.86001,10749.5
800,0.841,94.9551,3.86914,9718.88
700,0.837,105.258,3.88464,8668.74
600,0.8255,123.729,3.90616,7587.01
500,0.811,147.125,3.92587,6485.64
400,0.788,194.058,3.95137,5343.29
300,0.7605,241.71,3.96729,4161.31
250,0.7315,289.083,3.97799,3565.8
200,0.692,387.073,3.9919,2954.47
180,0.671,396.587,3.99289,2700.32
160,0.6635,442.753,3.99708,2451.3
140,0.6405,494.696,4.00087,2195.55
120,0.6185,553.655,4.00432,1934.83
100,0.5995,660.085,4.009,1660.4
90,0.5855,720.684,4.01105,1520.7
80,0.5645,851.075,4.01447,1381.09
70,0.5445,900.022,4.0155,1238.98
60,0.515,1121.83,4.01905,1092.07
55,0.489,1265.37,4.02068,1018.94
50,0.4555,1423.68,4.0221,943.895
45,0.4295,1599.42,4.02335,866.905
40,0.4075,1777.24,4.02436,791.785
35,0.3685,1838.17,4.02466,717.265
30,0.3205,2275.47,4.02636,636.62
25,0.2855,2595.89,4.02724,554.17
20,0.2515,2827.62,4.02775,471.46
15,0.1965,3567.74,4.02894,383.73
10,0.1235,4265.41,4.02969,293.275
