efSearch,recall@10,QPS,QPS_with_filter,dist_comps_per_query
1700,0.9285,46.0932,3.75027,21048.9
1400,0.92,56.0955,3.80548,17809.5
1100,0.9135,72.9812,3.86616,14463.4
1000,0.909,80.681,3.88581,13309.3
900,0.901,88.7574,3.90291,12143
800,0.894,99.6773,3.9218,10945.5
700,0.8825,114.55,3.94194,9747.81
600,0.871,134.042,3.96177,8521.56
500,0.8605,159.675,3.98065,7275.95
400,0.851,197.802,3.99987,5996.95
300,0.826,258.533,4.01896,4669.18
250,0.81,305.941,4.02867,3985.28
200,0.78,367.166,4.03753,3283.49
180,0.765,423.141,4.04342,2998.83
160,0.748,477.658,4.04783,2705.68
140,0.731,540.894,4.05184,2413.58
120,0.715,622.063,4.05581,2117.99
100,0.6925,760.037,4.06062,1812.87
90,0.6725,834.29,4.06255,1662.36
80,0.659,937.444,4.06473,1507.8
70,0.6365,1038.57,4.06644,1353.63
60,0.6165,1213.07,4.06873,1190.87
55,0.604,1308.36,4.06973,1111.96
50,0.585,1437.55,4.07087,1030.1
45,0.5625,1486.42,4.07124,948.38
40,0.539,1744.71,4.0729,865.025
35,0.507,1964.87,4.07396,780.92
30,0.4665,1915.42,4.07374,695.25
25,0.417,2571.19,4.07595,607.84
20,0.354,3150.54,4.07714,518.055
15,0.2825,3951.78,4.07821,423.71
10,0.1885,5465.67,4.07938,325.13
