Loaded fvecs: 200 vectors of dimension 768 from ./quantile_partitions/tripclick_equality/tripclick_equality_Q5_query.fvecs
Loaded label sets: 200
Loaded label sets: 1055976
Loaded fvecs: 1055976 vectors of dimension 768 from /root/work/data/filterbenchmark/tripclick/tripclick_base.fvecs
Rebuilding two-tier inverted index for 7734 labelsets...
Found 29 unique labels
Two-tier index configuration:
  Tier 1 (dense): 29 labels (freq >= 256)
  Tier 2 (sparse): 0 labels
  Tier 1 memory: 2.61441e-05 GB
Building Tier 1 dense bitsets...
Building Tier 2 sparse index...
Two-tier index rebuilt successfully!
Loaded ground truth: 200
Example: first query has 10
374109,746350,382981,40582,396246,21292,321641,374426,21557,394267,
ef,recall,qps,dist_comp,hops
1700,0.9975,190.266,9358.77,1702.06
1400,0.9975,223.727,8101.56,1402.21
1100,0.997,274.382,6750.53,1102.41
1000,0.997,297.662,6273.3,1002.47
900,0.9965,324.59,5787.76,902.565
800,0.996,360.209,5279.44,802.67
700,0.995,403.58,4758.72,702.77
600,0.994,458.174,4216.72,602.855
500,0.994,538.464,3650.26,503.07
400,0.991,651.871,3054.68,403.425
300,0.9865,833.159,2425.41,303.9
250,0.9805,968.702,2091.15,253.96
200,0.9765,1187.19,1745.37,204.275
180,0.9725,1288.7,1601.09,184.41
160,0.969,1430.41,1455.47,164.615
140,0.963,1591.61,1307.08,144.89
120,0.953,1824.26,1153.37,125.12
100,0.944,2115.91,997.18,105.345
90,0.937,2289.82,917.295,95.655
80,0.927,2532.12,835.88,85.92
70,0.9145,2843.57,752.09,76.03
60,0.8965,3226.97,669.525,66.525
55,0.879,3397.77,627.075,61.665
50,0.8725,3666.16,586.195,56.99
45,0.8575,3960.37,542.275,52.005
40,0.8485,4296.22,499.295,47.26
35,0.828,4747.69,455.875,42.54
30,0.8085,5303.88,412.94,37.975
25,0.7825,6020.7,366.79,33.22
20,0.7415,6966.33,320.755,28.405
15,0.687,8316.3,273.61,23.71
10,0.592,10820.7,216.455,18.225
