Loaded fvecs: 200 vectors of dimension 192 from ./quantile_partitions/yfcc_overlap/yfcc_overlap_Q2_query.fvecs
Loaded label sets: 200
Loaded label sets: 1000000
Loaded fvecs: 1000000 vectors of dimension 192 from /root/work/data/filterbenchmark/yfcc/yfcc_base.fvecs
Rebuilding two-tier inverted index for 636322 labelsets...
Found 65521 unique labels
Two-tier index configuration:
  Tier 1 (dense): 1318 labels (freq >= 685)
  Tier 2 (sparse): 64203 labels
  Tier 1 memory: 0.0976389 GB
Building Tier 1 dense bitsets...
Building Tier 2 sparse index...
Two-tier index rebuilt successfully!
Loaded ground truth: 200
Example: first query has 10
910984,648107,374379,193070,787061,132172,720116,496918,657581,329387,
ef,recall,qps,dist_comp,hops
1700,0.978,150.283,15593.8,1702.43
1400,0.977,182.114,13241.6,1402.94
1100,0.971,228.649,10756.1,1103.06
1000,0.97,249.541,9904.15,1003.07
900,0.9655,276.276,9035.41,903.405
800,0.961,307.701,8150.3,803.395
700,0.957,352.058,7248.15,703.72
600,0.9525,403.96,6324.66,603.86
500,0.9455,481.851,5379.58,504.175
400,0.933,584.347,4417.94,404.705
300,0.924,768.226,3425.46,305.425
250,0.9125,910.455,2910.64,255.41
200,0.895,1098.35,2391.86,205.84
180,0.8865,1202.92,2185.68,186.35
160,0.8785,1325.08,1975.16,166.775
140,0.863,1485.87,1760.04,146.86
120,0.847,1689.46,1552.98,127.67
100,0.8225,1966.23,1337.02,108.03
90,0.8105,2142.61,1229.9,98.46
80,0.794,2324.4,1113.38,88.11
70,0.7745,2555.13,1002.84,78.39
60,0.761,2847.31,895.685,69.03
55,0.7505,3021.65,841.325,64.315
50,0.734,3220.57,782.5,59.345
45,0.712,3458,723.93,54.425
40,0.6895,3719.32,667.835,49.555
35,0.6675,4024.56,612.315,44.85
30,0.6545,4233.05,582.125,42.29
25,0.6545,4236.96,582.125,42.29
20,0.6545,4195.14,582.125,42.29
15,0.6545,4238.13,582.125,42.29
10,0.6545,4227.93,582.125,42.29
