Loaded fvecs: 200 vectors of dimension 384 from ./quantile_partitions/wikipedia-5m_containment/wikipedia-5m_containment_Q4_query.fvecs
Loaded label sets: 200
Loaded label sets: 5000000
Loaded fvecs: 5000000 vectors of dimension 384 from /root/work/data/vecs/wikipedia/wikipedia_5m_base.fvecs
Rebuilding two-tier inverted index for 184298 labelsets...
Found 237417 unique labels
Two-tier index configuration:
  Tier 1 (dense): 4551 labels (freq >= 25)
  Tier 2 (sparse): 232866 labels
  Tier 1 memory: 0.0976539 GB
Building Tier 1 dense bitsets...
Building Tier 2 sparse index...
Two-tier index rebuilt successfully!
Loaded ground truth: 200
Example: first query has 10
3402216,3650302,10274,1973006,3650259,1926764,803725,1786842,3282741,3650289,
ef,recall,qps,dist_comp,hops
20000,0.859,85.2975,7415.58,7415.58
15000,0.859,85.1126,7415.58,7415.58
10000,0.8585,87.8849,7388.15,7146.59
5000,0.8465,124.628,6609.81,4672.66
2500,0.8165,209.027,5256.93,2502.9
2000,0.809,254.569,4774.74,2001.84
1700,0.7985,294.343,4431.2,1703.36
1400,0.784,335.162,4015.93,1402.88
1100,0.759,414.836,3538.2,1102.59
1000,0.751,445.906,3354.18,1002.34
900,0.7415,484.893,3163.66,903.465
800,0.732,531.054,2955.36,803.87
700,0.723,588.438,2735.16,706.495
600,0.6995,658.064,2488.21,604.45
500,0.6785,769.167,2212.72,503.34
400,0.642,927.16,1880.38,404.615
300,0.59,1175.99,1513.67,306.78
250,0.564,1374.02,1304.73,256.065
200,0.5145,1647.01,1099.48,207.125
180,0.4875,1800.61,1009.96,186.985
160,0.457,2000.7,914.54,166.265
140,0.4355,1908.8,815.325,146.02
120,0.402,2484.14,729.31,128.67
100,0.376,2852.95,636.245,108.915
90,0.351,3083.92,585.415,99.35
80,0.327,3348.79,531.7,88.825
70,0.3095,3753.78,475.455,78.08
60,0.2875,4226.7,421.835,68.055
55,0.272,4438.19,394.69,62.905
50,0.258,4828.54,365.78,57.495
45,0.2485,5273.78,335.2,52.165
40,0.239,5776.16,308.635,47.15
35,0.2235,6362.12,279.485,42.25
30,0.2095,7053.64,251.185,36.865
25,0.1915,8035.53,220.485,31.305
20,0.1745,9200.48,189.12,25.55
15,0.1465,10526.5,163.825,20.89
10,0.1465,10780.9,163.825,20.89
